cvegeo,ids,area_km2,densidad_pob,ids_norm,bajo_desarrollo_norm,grado_ids,grado_ids_num,grado_ids_norm,poblacion_ids,pob_nbi,prop_nbi,prop_nbi_norm
9.007E+11,0.746,0.255239239,2.922748099,0.678399792,0.321600208,Bajo,2,0.25,3826,3195,0.835075797,0.823575336
9.007E+11,0.7046,0.392035255,1.797287337,0.624626575,0.375373425,Muy bajo,1,0,4802,4248,0.884631404,0.876586544
9.007E+11,0.7353,0.371160496,1.981083675,0.664501883,0.335498117,Bajo,2,0.25,4538,3797,0.836712208,0.825325856
9.007E+11,0.8316,0.377721812,2.201620276,0.789583063,0.210416937,Medio,3,0.5,6627,4254,0.641919421,0.616949817
9.007E+11,0.7966,0.451176751,1.76560516,0.744122613,0.255877387,Medio,3,0.5,5414,3618,0.668267455,0.645135147
9.007E+11,0.8313,0.339537594,2.448329771,0.789193402,0.210806598,Medio,3,0.5,6160,3749,0.608603896,0.581311141
9.007E+11,0.8556,0.409164166,2.091092208,0.820755942,0.179244058,Medio,3,0.5,7081,4119,0.5816975,0.552528514
9.007E+11,0.8539,0.349495494,2.443236079,0.818547863,0.181452137,Medio,3,0.5,4525,2549,0.563314917,0.53286408
9.007E+11,0.7293,0.301460002,2.419226412,0.656708663,0.343291337,Bajo,2,0.25,5764,4639,0.80482304,0.791212999
9.007E+11,0.8273,0.330177428,2.505622519,0.783997922,0.216002078,Medio,3,0.5,5750,3657,0.636,0.610617625
9.007E+11,0.7736,0.383369413,2.017897031,0.714248604,0.285751396,Bajo,2,0.25,5312,4020,0.756777108,0.739816738
9.007E+11,0.7301,0.091874984,7.946668026,0.657747759,0.342252241,Bajo,2,0.25,2625,2326,0.886095238,0.878152454
9.007E+11,0.7569,0.153051984,4.94537856,0.692557475,0.307442525,Bajo,2,0.25,3794,3191,0.841064839,0.829982004
9.007E+11,0.7407,0.134780679,5.495594805,0.671515781,0.328484219,Bajo,2,0.25,3644,3001,0.823545554,0.811241068
9.007E+11,0.7291,0.560572817,1.300633883,0.656448889,0.343551111,Bajo,2,0.25,5569,4655,0.835877177,0.824432597
9.007E+11,0.7082,0.422587154,1.675867319,0.629302507,0.370697493,Bajo,2,0.25,5410,4739,0.875970425,0.86732162
9.007E+11,0.7087,0.394076773,1.798380541,0.629951942,0.370048058,Bajo,2,0.25,4135,3590,0.868198307,0.859007538
9.007E+11,0.9324,0.280626482,3.322565967,0.920509157,0.079490843,Alto,4,0.75,2435,916,0.376180698,0.332680655
9.007E+11,0.9697,0.215951375,4.490362701,0.968957007,0.031042993,Muy alto,5,1,1833,376,0.205128205,0.149700363
9.007E+11,0.868,0.230465978,3.766282594,0.83686193,0.16313807,Alto,4,0.75,2659,1542,0.579917262,0.550624136
9.007E+11,0.863,0.181057549,4.766440297,0.83036758,0.16963242,Alto,4,0.75,3078,1802,0.585445094,0.556537434
9.007E+11,0.8461,0.210536149,4.018787288,0.808416677,0.191583323,Medio,3,0.5,3575,2208,0.617622378,0.590958497
9.007E+11,0.8363,0.232075051,3.603575639,0.795687752,0.204312248,Medio,3,0.5,4405,2854,0.647900114,0.623347554
9.007E+11,0.9068,0.645377383,1.405069381,0.887258085,0.112741915,Alto,4,0.75,2126,944,0.444026341,0.405257296
9.007E+11,0.6603,0.545694454,1.210017796,0.567086635,0.432913365,Muy bajo,1,0,11558,10330,0.893753245,0.886344467
9.007E+11,0.7136,0.424407171,1.6814042,0.636316405,0.363683595,Bajo,2,0.25,7930,6709,0.846027743,0.83529098
9.007E+11,0.6824,0.675585109,1.010087391,0.595791661,0.404208339,Muy bajo,1,0,9215,7992,0.867281606,0.858026913
9.007E+11,0.749,0.160590765,4.664029102,0.682296402,0.317703598,Bajo,2,0.25,3419,2794,0.817198011,0.804450899
090070001077A,0.7361,0.205344619,3.584705578,0.665540979,0.334459021,Bajo,2,0.25,4024,3341,0.83026839,0.818432699
9.007E+11,0.7366,0.697227548,1.056470018,0.666190414,0.333809586,Bajo,2,0.25,6333,5261,0.830727933,0.818924287
9.007E+11,0.945,0.308894055,3.059301352,0.936874919,0.063125081,Muy alto,5,1,3555,1135,0.319268636,0.271800012
9.007E+11,0.9558,0.129682165,7.370327293,0.950902715,0.049097285,Muy alto,5,1,1191,313,0.262804366,0.211398387
9.007E+11,0.9493,0.112765235,8.418374691,0.94246006,0.05753994,Muy alto,5,1,1093,323,0.295516926,0.246392053
9.007E+11,0.6934,0.465643868,1.489120866,0.610079231,0.389920769,Muy bajo,1,0,6807,6037,0.886881152,0.878993171
090070001084A,0.722,0.395451848,1.82575958,0.647226913,0.352773087,Bajo,2,0.25,7313,6092,0.833037057,0.821394431
9.007E+11,0.7066,0.299805277,2.356863117,0.627224315,0.372775685,Muy bajo,1,0,3261,2759,0.846059491,0.835324942
9.007E+11,0.7395,0.155128713,4.767009191,0.669957137,0.330042863,Bajo,2,0.25,4526,3846,0.84975696,0.839280242
9.007E+11,0.7623,0.10773917,7.075421113,0.699571373,0.300428627,Bajo,2,0.25,2212,1753,0.792495479,0.778025815
9.007E+11,0.9439,0.266564432,3.540982536,0.935446162,0.064553838,Muy alto,5,1,2527,783,0.309853581,0.261728429
090070001091A,0.9469,0.13996453,6.765285456,0.939342772,0.060657228,Muy alto,5,1,1427,430,0.301331465,0.252612049
9.007E+11,0.8933,0.199171314,4.485083621,0.869723341,0.130276659,Alto,4,0.75,3686,1980,0.537167661,0.504893529
9.007E+11,0.914,0.295724035,3.090719357,0.896609949,0.103390051,Alto,4,0.75,4236,1830,0.432011331,0.392404459
9.007E+11,0.8622,0.227288174,3.793422186,0.829328484,0.170671516,Alto,4,0.75,3368,1981,0.588182898,0.55946615
9.007E+11,0.8243,0.262318816,3.142359405,0.780101312,0.219898688,Medio,3,0.5,5542,3887,0.701371346,0.680547432
9.007E+11,0.7284,0.324469691,2.244893808,0.65553968,0.34446032,Bajo,2,0.25,8035,6743,0.839203485,0.827990854
9.007E+11,0.7391,0.37370746,1.977750191,0.669437589,0.330562411,Bajo,2,0.25,6936,5599,0.807237601,0.793795932
9.007E+11,0.7515,0.348126532,2.158697864,0.685543577,0.314456423,Bajo,2,0.25,6380,5122,0.802821317,0.789071692
9.007E+11,0.7942,0.272066231,2.919142137,0.741005325,0.258994675,Medio,3,0.5,5158,3867,0.74970919,0.732255961
9.007E+11,0.7955,0.323071072,2.4623065,0.742693856,0.257306144,Medio,3,0.5,6310,4622,0.732488114,0.713834029
9.007E+11,0.8392,0.345575485,2.428413,0.799454475,0.200545525,Medio,3,0.5,6530,4181,0.640275651,0.615191424
9.007E+11,0.8096,0.276036176,2.932948909,0.761007923,0.238992077,Medio,3,0.5,4675,3391,0.725347594,0.706195587
9.007E+11,0.8264,0.302625034,2.730772104,0.782828939,0.217171061,Medio,3,0.5,7225,4811,0.665882353,0.642583728
9.007E+11,0.6972,0.55869783,1.247901749,0.615014937,0.384985063,Muy bajo,1,0,5856,4940,0.843579235,0.832671733
9.007E+11,0.7174,0.570840613,1.256743098,0.641252111,0.358747889,Bajo,2,0.25,4213,3652,0.866840731,0.857555295
9.007E+11,0.6674,0.535767886,1.245688698,0.576308612,0.423691388,Muy bajo,1,0,6344,5772,0.909836066,0.903548772
9.007E+11,0.6811,0.540095721,1.261072756,0.59410313,0.40589687,Muy bajo,1,0,452,404,0.89380531,0.886400163
9.007E+11,0.6739,0.606923516,1.110354077,0.584751266,0.415248734,Muy bajo,1,0,4732,4113,0.869188504,0.860066783
9.007E+11,0.786,0.107380636,7.31975548,0.730354592,0.269645408,Medio,3,0.5,3194,2500,0.782717595,0.767566102
9.007E+11,0.7636,0.112358907,6.796078899,0.701259904,0.298740096,Bajo,2,0.25,2656,2157,0.812123494,0.799022527
9.007E+11,0.925,0.340780915,2.714353885,0.910897519,0.089102481,Alto,4,0.75,2162,884,0.408880666,0.36766085
9.007E+11,0.8563,0.532594137,1.607790887,0.821665151,0.178334849,Medio,3,0.5,2039,1258,0.616969103,0.590259668
9.007E+11,0.8694,0.238347598,3.647613855,0.838680348,0.161319652,Alto,4,0.75,3609,1996,0.55306179,0.521895984
9.007E+11,0.7867,0.429082577,1.83344662,0.7312638,0.2687362,Medio,3,0.5,978,772,0.789366053,0.774678169
9.007E+11,0.7942,0.277265294,2.864404661,0.741005325,0.258994675,Medio,3,0.5,5151,3725,0.723160551,0.703856038
9.007E+11,0.7867,0.340427518,2.310917766,0.7312638,0.2687362,Medio,3,0.5,4299,3302,0.768085601,0.751913793
9.007E+11,0.7984,0.200623463,3.979594349,0.746460579,0.253539421,Medio,3,0.5,3027,2134,0.704988437,0.68441675
9.007E+11,0.823,0.234601225,3.508080571,0.778412781,0.221587219,Medio,3,0.5,3896,2596,0.666324435,0.643056637
090070001127A,0.8928,0.156438718,5.707027093,0.869073906,0.130926094,Alto,4,0.75,2166,1122,0.51800554,0.484395199
9.007E+11,0.8607,0.073947639,11.63931685,0.827380179,0.172619821,Alto,4,0.75,1376,861,0.625726744,0.599627996
9.007E+11,0.8144,0.208341945,3.908958428,0.767242499,0.232757501,Medio,3,0.5,3404,2447,0.718860165,0.699255778
9.007E+11,0.8188,0.412660653,1.984196928,0.772957527,0.227042473,Medio,3,0.5,4025,2807,0.697391304,0.676289855
9.007E+11,0.6854,0.158342503,4.328591416,0.599688271,0.400311729,Muy bajo,1,0,3333,3036,0.910891089,0.904677364
090070001134A,0.6767,0.371313846,1.822447526,0.588388102,0.411611898,Muy bajo,1,0,4801,4276,0.890647782,0.883022455
9.007E+11,0.8087,0.337816168,2.393905553,0.75983894,0.24016106,Medio,3,0.5,5412,3748,0.692535107,0.671095027
9.007E+11,0.7585,0.384607939,1.972138179,0.694635667,0.305364333,Bajo,2,0.25,6244,4889,0.782991672,0.767859291
9.007E+11,0.7307,0.432738555,1.688548412,0.658527081,0.341472919,Bajo,2,0.25,5426,4621,0.851640251,0.841294858
090070001141A,0.8165,0.245579597,3.3247876,0.769970126,0.230029874,Medio,3,0.5,4034,2728,0.676251859,0.653676318
9.007E+11,0.7816,0.272108228,2.872386495,0.724639564,0.275360436,Bajo,2,0.25,2868,2123,0.740237099,0.722123364
9.007E+11,0.9072,0.179502973,5.053955295,0.887777633,0.112222367,Alto,4,0.75,2553,1172,0.459067763,0.421347584
9.007E+11,0.9088,0.153649168,5.914773329,0.889855825,0.110144175,Alto,4,0.75,1944,849,0.436728395,0.397450452
9.007E+11,0.8938,0.115451745,7.741762586,0.870372776,0.129627224,Alto,4,0.75,1672,861,0.514952153,0.481128893
9.007E+11,0.8676,0.158869219,5.461095634,0.836342382,0.163657618,Alto,4,0.75,2138,1243,0.581384471,0.552193657
9.007E+11,0.9366,0.177613399,5.273250821,0.925964411,0.074035589,Alto,4,0.75,2144,824,0.384328358,0.341396466
9.007E+11,0.9527,0.142589592,6.681413317,0.946876218,0.053123782,Muy alto,5,1,2404,697,0.289933444,0.240419225
9.007E+11,0.7852,0.220178587,3.566196023,0.729315496,0.270684504,Medio,3,0.5,2508,1880,0.749601276,0.732140522
9.007E+11,0.6877,0.481330595,1.428747741,0.602675672,0.397324328,Muy bajo,1,0,4501,3959,0.879582315,0.871185373
9.007E+11,0.7041,0.554199167,1.270481882,0.62397714,0.37602286,Muy bajo,1,0,5040,4345,0.862103175,0.852487381
9.007E+11,0.7715,0.643037606,1.19977431,0.711520977,0.288479023,Bajo,2,0.25,9607,7435,0.773914854,0.758149529
090070001159A,0.7713,0.359589167,2.144947823,0.711261203,0.288738797,Bajo,2,0.25,6577,5086,0.773300897,0.75749276
9.007E+11,0.808,0.211154265,3.826586221,0.758929731,0.241070269,Medio,3,0.5,4363,2973,0.681411873,0.659196149
9.007E+11,0.7753,0.128489211,6.033969655,0.716456683,0.283543317,Bajo,2,0.25,2879,2281,0.792288989,0.777804926
9.007E+11,0.7855,0.240516497,3.265888247,0.729705157,0.270294843,Medio,3,0.5,4130,3100,0.750605327,0.733214587
9.007E+11,0.7591,0.238092565,3.188255788,0.695414989,0.304585011,Bajo,2,0.25,2422,1923,0.793971924,0.779605215
090070001166A,0.8031,0.193126332,4.158417915,0.752565268,0.247434732,Medio,3,0.5,3492,2494,0.714203895,0.694274818
9.007E+11,0.7631,0.185928992,4.104255036,0.700610469,0.299389531,Bajo,2,0.25,3219,2571,0.798695247,0.784657904
9.007E+11,0.7754,0.190170702,4.077389384,0.71658657,0.28341343,Bajo,2,0.25,2767,2118,0.765449946,0.749094348
9.007E+11,0.7645,0.13570331,5.633613503,0.702428887,0.297571113,Bajo,2,0.25,1994,1589,0.796890672,0.782727493
9.007E+11,0.6814,0.461997472,1.474899846,0.594492791,0.405507209,Muy bajo,1,0,7304,6558,0.897864184,0.89074207
9.007E+11,0.7105,0.56049704,1.267624892,0.632289908,0.367710092,Bajo,2,0.25,7566,6517,0.861353423,0.851685348
9.007E+11,0.6822,0.2732413,2.496694315,0.595531887,0.404468113,Muy bajo,1,0,3542,3049,0.8608131,0.851107347
9.007E+11,0.6846,0.443054631,1.545181909,0.598649175,0.401350825,Muy bajo,1,0,6450,5733,0.888837209,0.881085628
9.007E+11,0.7653,0.362664539,2.110214585,0.703467983,0.296532017,Bajo,2,0.25,6872,5271,0.767025611,0.750779888
9.007E+11,0.7469,0.152810111,4.887765587,0.679568775,0.320431225,Bajo,2,0.25,3682,3073,0.83460076,0.823067174
9.007E+11,0.7865,0.213662202,3.681044152,0.731004026,0.268995974,Medio,3,0.5,3820,2820,0.738219895,0.719965497
9.007E+11,0.74,0.161856535,4.571950104,0.670606572,0.329393428,Bajo,2,0.25,3516,2906,0.826507395,0.814409443
9.007E+11,0.7529,0.242887093,3.099794197,0.687361995,0.312638005,Bajo,2,0.25,5369,4374,0.814676849,0.801753932
9.007E+11,0.7441,0.628437537,1.184047667,0.675931939,0.324068061,Bajo,2,0.25,11213,9118,0.813163293,0.800134833
9.007E+11,0.786,0.265612669,2.959196194,0.730354592,0.269645408,Medio,3,0.5,5462,4317,0.790369828,0.775751939
9.007E+11,0.7411,0.205833046,3.600490861,0.672035329,0.327964671,Bajo,2,0.25,4932,4118,0.834955393,0.823446536
9.007E+11,0.9358,0.3807233,2.457953061,0.924925315,0.075074685,Alto,4,0.75,4191,1568,0.374135051,0.330492361
9.007E+11,0.8162,0.339521668,2.403970285,0.769580465,0.230419535,Medio,3,0.5,3697,2599,0.703002434,0.682292259
9.007E+11,0.8727,0.240395148,3.630272943,0.842966619,0.157033381,Alto,4,0.75,3469,2012,0.579994235,0.550706476
090070001198A,0.743,0.258623191,2.872905544,0.674503182,0.325496818,Bajo,2,0.25,6004,4999,0.832611592,0.820939297
9.007E+11,0.7405,0.595236546,1.244043237,0.671256007,0.328743993,Bajo,2,0.25,4227,3398,0.80387982,0.790204007
9.007E+11,0.7007,0.361057173,1.940689873,0.619560982,0.380439018,Muy bajo,1,0,9901,8657,0.874356126,0.865594752
9.007E+11,0.6054,1.031761422,0.586763555,0.495778673,0.504221327,Muy bajo,1,0,11168,10627,0.951558023,0.948180077
9.007E+11,0.682,0.147439693,4.625620063,0.595272113,0.404727887,Muy bajo,1,0,4009,3612,0.900972811,0.894067467
9.007E+11,0.713,0.20406984,3.493901892,0.635537083,0.364462917,Bajo,2,0.25,5771,5053,0.875584821,0.866909126
090070001209A,0.6853,0.265397055,2.582168815,0.599558384,0.400441616,Muy bajo,1,0,3728,3312,0.888412017,0.880630786
9.007E+11,0.6816,0.181838685,3.748377303,0.594752565,0.405247435,Muy bajo,1,0,3559,3317,0.932003372,0.927261844
9.007E+11,0.6737,0.157196835,4.285709702,0.584491492,0.415508508,Muy bajo,1,0,3078,2777,0.902209227,0.8953901
9.007E+11,0.3354,1.057589929,0.317136152,0.145083777,0.854916223,Muy bajo,1,0,6,6,1,1
9.007E+11,0.7057,0.313918439,2.248036151,0.626055332,0.373944668,Muy bajo,1,0,7798,6575,0.843164914,0.832228521
9.007E+11,0.7105,0.2244174,3.165975546,0.632289908,0.367710092,Bajo,2,0.25,3757,3199,0.851477242,0.841120483
090070001216A,0.6958,0.18803754,3.700324943,0.613196519,0.386803481,Muy bajo,1,0,3662,3275,0.894320044,0.88695079
9.007E+11,0.747,0.150775736,4.954378071,0.679698662,0.320301338,Bajo,2,0.25,2333,1902,0.815259323,0.802377023
9.007E+11,0.7734,0.131814514,5.867335692,0.71398883,0.28601117,Bajo,2,0.25,2333,1864,0.798971282,0.784953187
9.007E+11,0.7303,0.12037509,6.066869815,0.658007533,0.341992467,Bajo,2,0.25,2571,2205,0.85764294,0.847716126
9.007E+11,0.7704,0.096136029,8.013644898,0.71009222,0.28990778,Bajo,2,0.25,1633,1268,0.776484997,0.760898893
9.007E+11,0.7381,0.048713172,15.15195921,0.668138719,0.331861281,Bajo,2,0.25,1665,1409,0.846246246,0.83552472
9.007E+11,0.7803,0.18475108,4.223520633,0.722951033,0.277048967,Bajo,2,0.25,3563,2797,0.78501263,0.770021173
9.007E+11,0.8506,0.567672649,1.498398773,0.814261592,0.185738408,Medio,3,0.5,3944,2554,0.647565923,0.62299006
9.007E+11,0.7207,0.976688602,0.737901516,0.645538382,0.354461618,Bajo,2,0.25,124,85,0.685483871,0.663552095
9.007E+11,0.7321,0.157385568,4.651633616,0.660345499,0.339654501,Bajo,2,0.25,4942,4178,0.845406718,0.83462665
9.007E+11,0.703,0.284364718,2.472177301,0.622548383,0.377451617,Muy bajo,1,0,4436,3868,0.871956718,0.863028029
9.007E+11,0.6779,0.198935942,3.407629578,0.589946746,0.410053254,Muy bajo,1,0,4447,3789,0.85203508,0.841717219
9.007E+11,0.6758,0.405915459,1.664878695,0.587219119,0.412780881,Muy bajo,1,0,4424,3799,0.858725136,0.848873785
9.007E+11,0.3217,2.253850293,0.142733526,0.127289258,0.872710742,Muy bajo,1,0,5,5,1,1
9.007E+11,0.7067,0.163910421,4.311501341,0.627354202,0.372645798,Muy bajo,1,0,1920,1675,0.872395833,0.863497765
9.007E+11,0.7616,0.1165729,6.533250874,0.698662164,0.301337836,Bajo,2,0.25,2165,1866,0.861893764,0.852263368
9.007E+11,0.9183,0.078975753,11.62761936,0.90219509,0.09780491,Alto,4,0.75,973,395,0.405960946,0.364537533
9.007E+11,0.902,0.091300412,9.879473493,0.88102351,0.11897649,Alto,4,0.75,1045,489,0.467942584,0.430841262
9.007E+11,0.7068,0.417711258,1.692077928,0.627484089,0.372515911,Muy bajo,1,0,10038,8737,0.870392508,0.861354745
9.007E+11,0.7054,0.405668865,1.738856639,0.625665671,0.374334329,Muy bajo,1,0,6935,6081,0.876856525,0.868269509
090070001255A,0.8045,0.307283798,2.618100941,0.754383686,0.245616314,Medio,3,0.5,4856,3467,0.713962109,0.694016171
9.007E+11,0.6561,0.339635519,1.93177675,0.561631381,0.438368619,Muy bajo,1,0,6758,6190,0.915951465,0.910090609
9.007E+11,0.6977,0.250344838,2.786955806,0.615664372,0.384335628,Muy bajo,1,0,4395,3849,0.875767918,0.867104991
9.007E+11,0.752,0.291930857,2.575952425,0.686193012,0.313806988,Bajo,2,0.25,4652,3696,0.794496991,0.780166896
9.007E+11,0.6687,0.27842765,2.401701124,0.577997142,0.422002858,Muy bajo,1,0,7660,6890,0.899477807,0.892468213
090070001262A,0.6817,0.192416988,3.542826476,0.594882452,0.405117548,Muy bajo,1,0,5404,4834,0.894522576,0.887167445
9.007E+11,0.6921,0.149116511,4.641337123,0.6083907,0.3916093,Muy bajo,1,0,4178,3701,0.885830541,0.877869299
9.007E+11,0.6825,0.191394133,3.56594003,0.595921548,0.404078452,Muy bajo,1,0,4292,3838,0.894221808,0.886845704
9.007E+11,0.6482,0.159463355,4.064883741,0.551370308,0.448629692,Muy bajo,1,0,3417,3202,0.937079309,0.932691736
9.007E+11,0.6767,0.177051146,3.822059426,0.588388102,0.411611898,Muy bajo,1,0,3452,3073,0.890208575,0.882552621
9.007E+11,0.67,1.33389043,0.502290132,0.579685673,0.420314327,Muy bajo,1,0,998,875,0.876753507,0.868159307
9.007E+11,0.7349,0.199445355,3.684718552,0.663982335,0.336017665,Bajo,2,0.25,4648,3889,0.836703959,0.825317032
9.007E+11,0.728,0.383222295,1.899680705,0.655020132,0.344979868,Bajo,2,0.25,7184,6028,0.83908686,0.827866097
9.007E+11,0.6585,0.203504724,3.23579712,0.564748669,0.435251331,Muy bajo,1,0,5004,4679,0.935051958,0.930523015
9.007E+11,0.6701,0.194745282,3.440904926,0.57981556,0.42018444,Muy bajo,1,0,4667,4241,0.908720806,0.902355743
9.007E+11,0.6284,0.244925447,2.565678686,0.525652682,0.474347318,Muy bajo,1,0,3246,3065,0.944239063,0.940350753
9.007E+11,0.706,0.265332822,2.660809143,0.626444993,0.373555007,Muy bajo,1,0,6660,5684,0.853453453,0.843234499
9.007E+11,0.7159,0.234701101,3.050262638,0.639303806,0.360696194,Bajo,2,0.25,5460,4731,0.866483516,0.857173172
9.007E+11,0.7463,0.316312201,2.359377847,0.678789453,0.321210547,Bajo,2,0.25,7915,6359,0.803411244,0.789702757
9.007E+11,0.6969,0.265252232,2.627310594,0.614625276,0.385374724,Muy bajo,1,0,6828,5984,0.87639133,0.867771875
9.007E+11,0.6597,0.179296788,3.679374334,0.566307313,0.433692687,Muy bajo,1,0,4810,4516,0.938877339,0.934615146
9.007E+11,0.7665,0.198376436,3.863866179,0.705026627,0.294973373,Bajo,2,0.25,4291,3339,0.778140294,0.762669617
9.007E+11,0.7962,0.166173705,4.791371787,0.743603065,0.256396935,Medio,3,0.5,3534,2599,0.735427278,0.716978146
9.007E+11,0.7751,0.492324827,1.574367078,0.716196909,0.283803091,Bajo,2,0.25,4755,3733,0.785068349,0.770080778
9.007E+11,0.7242,0.197602925,3.664925509,0.650084427,0.349915573,Bajo,2,0.25,4919,4233,0.86054076,0.850816016
9.007E+11,0.7501,0.196222947,3.822692553,0.683725159,0.316274841,Bajo,2,0.25,3626,2903,0.800606729,0.786702677
090070001287A,0.7534,0.136078437,5.536512757,0.68801143,0.31198857,Bajo,2,0.25,2847,2230,0.783280646,0.768168415
9.007E+11,0.7397,0.143084583,5.169669472,0.670216911,0.329783089,Bajo,2,0.25,3455,2995,0.866859624,0.857575506
9.007E+11,0.6941,0.302333793,2.295806872,0.61098844,0.38901156,Muy bajo,1,0,6523,5727,0.877970259,0.869460906
9.007E+11,0.713,0.272523076,2.616292206,0.635537083,0.364462917,Bajo,2,0.25,7640,6645,0.869764398,0.860682835
9.007E+11,0.6593,0.193459108,3.407955334,0.565787765,0.434212235,Muy bajo,1,0,5432,5152,0.948453608,0.944859186
9.007E+11,0.6347,0.175492531,3.616678126,0.533835563,0.466164437,Muy bajo,1,0,5611,5142,0.916414186,0.910585597
090070001294A,0.6756,0.143281818,4.715183042,0.586959345,0.413040655,Muy bajo,1,0,3005,2678,0.891181364,0.883593245
9.007E+11,0.6601,0.140031013,4.713955759,0.566826861,0.433173139,Muy bajo,1,0,1967,1801,0.915607524,0.909722685
9.007E+11,0.6442,0.155977193,4.130090993,0.546174828,0.453825172,Muy bajo,1,0,2446,2301,0.940719542,0.936585809
9.007E+11,0.6369,0.136445029,4.667813893,0.536693077,0.463306923,Muy bajo,1,0,3737,3437,0.919721702,0.914123752
9.007E+11,0.7582,0.295812415,2.563110819,0.694246006,0.305753994,Bajo,2,0.25,7485,5966,0.797060788,0.782909472
9.007E+11,0.7843,0.093716447,8.368861836,0.728146513,0.271853487,Medio,3,0.5,2476,1915,0.773424879,0.757625388
9.007E+11,0.7461,0.229687408,3.248327826,0.678529679,0.321470321,Bajo,2,0.25,5665,4588,0.80988526,0.796628217
9.007E+11,0.742,0.309143553,2.400179437,0.673204312,0.326795688,Bajo,2,0.25,6746,5649,0.837385117,0.826045688
090070001305A,0.7288,0.256319874,2.843322242,0.656059228,0.343940772,Bajo,2,0.25,6413,5455,0.850615936,0.840199117
9.007E+11,0.6939,0.227799779,3.046096021,0.610728666,0.389271334,Muy bajo,1,0,7591,6686,0.880779871,0.872466437
9.007E+11,0.6918,0.27767714,2.491382622,0.608001039,0.391998961,Muy bajo,1,0,6707,5986,0.892500373,0.88500423
9.007E+11,0.6952,0.196116311,3.544835189,0.612417197,0.387582803,Muy bajo,1,0,5598,5027,0.897999285,0.890886592
9.007E+11,0.681,0.228832056,2.975981657,0.593973243,0.406026757,Muy bajo,1,0,5043,4524,0.897085068,0.889908625
9.007E+11,0.6672,0.212013206,3.146973775,0.576048838,0.423951162,Muy bajo,1,0,5932,5392,0.908968307,0.902620504
9.007E+11,0.6429,0.355069269,1.810632618,0.544486297,0.455513703,Muy bajo,1,0,1917,1815,0.946791862,0.943081563
9.007E+11,0.61,0.156065459,3.908616321,0.501753474,0.498246526,Muy bajo,1,0,3854,3676,0.953814219,0.950593601
9.007E+11,0.6401,0.158002389,4.051204561,0.540849461,0.459150539,Muy bajo,1,0,3548,3323,0.936583991,0.932161878
9.007E+11,0.6908,0.208420425,3.31445443,0.606702169,0.393297831,Muy bajo,1,0,6560,5818,0.886890244,0.879002897
9.007E+11,0.6472,0.242052409,2.673801106,0.550071438,0.449928562,Muy bajo,1,0,7562,6910,0.913779423,0.907767107
9.007E+11,0.656,0.274904566,2.386282662,0.561501494,0.438498506,Muy bajo,1,0,7204,6612,0.917823431,0.912093111
9.007E+11,0.6897,0.203398729,3.390876647,0.605273412,0.394726588,Muy bajo,1,0,5972,5460,0.914266577,0.908288231
9.007E+11,0.6511,0.270906756,2.40340998,0.555137031,0.444862969,Muy bajo,1,0,8071,7443,0.922190559,0.916764766
9.007E+11,0.6494,0.152670552,4.253603532,0.552928952,0.447071048,Muy bajo,1,0,4042,3781,0.935428006,0.930925285
9.007E+11,0.6843,0.232441013,2.943972719,0.598259514,0.401740486,Muy bajo,1,0,6408,5702,0.889825218,0.882142533
9.007E+11,0.6827,0.179861809,3.795691831,0.596181322,0.403818678,Muy bajo,1,0,5180,4634,0.894594595,0.887244486
9.007E+11,0.6971,0.288254802,2.418346531,0.61488505,0.38511495,Muy bajo,1,0,7139,6322,0.885558201,0.877577969
9.007E+11,0.6386,0.967793561,0.659851466,0.538901156,0.461098844,Muy bajo,1,0,6646,6219,0.935750828,0.931270617
9.007E+11,0.6144,0.125646934,4.88989248,0.507468502,0.492531498,Muy bajo,1,0,2466,2320,0.940794809,0.936666325
090070001337A,0.7514,0.310338001,2.421231034,0.68541369,0.31458631,Bajo,2,0.25,7449,6065,0.814203249,0.801247307
9.007E+11,0.6714,0.231337785,2.902249627,0.581504091,0.418495909,Muy bajo,1,0,7227,6584,0.911028089,0.904823918
9.007E+11,0.6124,1.157722994,0.528969367,0.504870762,0.495129238,Muy bajo,1,0,4183,3979,0.951231174,0.947830436
9.007E+11,0.683,0.157239075,4.343704001,0.596570983,0.403429017,Muy bajo,1,0,4947,4509,0.911461492,0.905287542
9.007E+11,0.7034,0.181034027,3.885457395,0.623067931,0.376932069,Muy bajo,1,0,5596,4985,0.890814868,0.883201192
9.007E+11,0.7084,0.192130421,3.687078785,0.629562281,0.370437719,Bajo,2,0.25,5678,4914,0.865445579,0.856062857
090070001351A,0.736,0.213231015,3.451655474,0.665411092,0.334588908,Bajo,2,0.25,5662,4760,0.840692335,0.829583524
9.007E+11,0.7229,0.188817854,3.828557449,0.648395896,0.351604104,Bajo,2,0.25,4482,3841,0.85698349,0.847010691
9.007E+11,0.8338,0.163062881,5.113364839,0.792440577,0.207559423,Medio,3,0.5,1449,895,0.617667357,0.591006613
9.007E+11,0.816,0.110056211,7.414393009,0.769320691,0.230679309,Medio,3,0.5,1790,1195,0.667597765,0.644418759
9.007E+11,0.761,0.127214357,5.98202921,0.697882842,0.302117158,Bajo,2,0.25,2148,1504,0.70018622,0.679279665
9.007E+11,0.8082,0.166547419,4.85267203,0.759189505,0.240810495,Medio,3,0.5,3918,2613,0.666921899,0.643695763
