cvegeo,ids,ids_norm,bajo_desarrollo_norm,grado_ids,grado_ids_num,grado_ids_norm,poblacion_ids,pob_nbi,prop_nbi,prop_nbi_norm
0900700010962,0.7284,0.6555396804779842,0.34446031952201583,Bajo,2.0,0.25,8035.0,6743.0,0.8392034847542004,0.8279908541891676
0900700010977,0.7391,0.6694375892973112,0.33056241070268877,Bajo,2.0,0.25,6936.0,5599.0,0.807237600922722,0.7937959317150344
0900700010981,0.7515,0.6855435770879333,0.31445642291206666,Bajo,2.0,0.25,6380.0,5122.0,0.80282131661442,0.7890716919492187
0900700011000,0.7942,0.7410053253669308,0.25899467463306924,Medio,3.0,0.5,5158.0,3867.0,0.7497091896083753,0.7322559606845148
0900700011015,0.7955,0.7426938563449798,0.25730614365502025,Medio,3.0,0.5,6310.0,4622.0,0.7324881141045959,0.7138340285747248
0900700011034,0.8392,0.7994544746070917,0.20054552539290826,Medio,3.0,0.5,6530.0,4181.0,0.6402756508422665,0.6151914241960184
0900700011049,0.8096,0.7610079231068969,0.2389920768931031,Medio,3.0,0.5,4675.0,3391.0,0.7253475935828877,0.7061955866986293
0900700011053,0.8264,0.7828289388232238,0.2171710611767762,Medio,3.0,0.5,7225.0,4811.0,0.6658823529411765,0.6425837277439711
0900700011087,0.6972,0.6150149370048058,0.3849850629951942,Muy bajo,1.0,0.0,5856.0,4940.0,0.8435792349726776,0.8326717333500827
0900700011091,0.7174,0.6412521106637226,0.35874788933627744,Bajo,2.0,0.25,4213.0,3652.0,0.8668407310704961,0.85755529545932
0900700011104,0.6674,0.576308611507988,0.42369138849201204,Muy bajo,1.0,0.0,6344.0,5772.0,0.9098360655737705,0.9035487720620564
0900700011123,0.6811,0.5941031302766593,0.4058968697233407,Muy bajo,1.0,0.0,452.0,404.0,0.8938053097345132,0.8864001627504831
0900700011138,0.6739,0.5847512663982336,0.4152487336017664,Muy bajo,1.0,0.0,4732.0,4113.0,0.8691885038038885,0.8600667826132018
0900700011142,0.786,0.7303545915053903,0.2696454084946097,Medio,3.0,0.5,3194.0,2500.0,0.7827175954915466,0.7675661021503442
0900700011157,0.7636,0.7012599038836211,0.29874009611637886,Bajo,2.0,0.25,2656.0,2157.0,0.8121234939759037,0.7990225268891659
0900700011176,0.925,0.9108975191583323,0.08910248084166772,Alto,4.0,0.75,2162.0,884.0,0.40888066604995377,0.36766085042585095
0900700011180,0.8563,0.8216651513183529,0.17833484868164706,Medio,3.0,0.5,2039.0,1258.0,0.616969102501226,0.5902596682695108
0900700011195,0.8694,0.8386803480971554,0.16131965190284459,Alto,4.0,0.75,3609.0,1996.0,0.5530617899695206,0.5218959837528359
0900700011208,0.7867,0.7312638004935705,0.26873619950642946,Medio,3.0,0.5,978.0,772.0,0.7893660531697342,0.7746781687547502
0900700011227,0.7942,0.7410053253669308,0.25899467463306924,Medio,3.0,0.5,5151.0,3725.0,0.7231605513492526,0.703856038071691
0900700011246,0.7867,0.7312638004935705,0.26873619950642946,Medio,3.0,0.5,4299.0,3302.0,0.7680856013026285,0.7519137926578309
0900700011250,0.7984,0.7464605792960124,0.2535394207039876,Medio,3.0,0.5,3027.0,2134.0,0.7049884373967624,0.6844167498895635
0900700011265,0.823,0.7784127808806337,0.2215872191193663,Medio,3.0,0.5,3896.0,2596.0,0.6663244353182751,0.6430566373213119
090070001127A,0.8928,0.8690739057020392,0.13092609429796076,Alto,4.0,0.75,2166.0,1122.0,0.518005540166205,0.4843951985226224
0900700011284,0.8607,0.8273801792440576,0.1726198207559424,Alto,4.0,0.75,1376.0,861.0,0.6257267441860465,0.5996279960794796
0900700011299,0.8144,0.7672424990258475,0.2327575009741525,Medio,3.0,0.5,3404.0,2447.0,0.7188601645123385,0.6992557775166471
0900700011301,0.8188,0.7729575269515521,0.22704247304844793,Medio,3.0,0.5,4025.0,2807.0,0.697391304347826,0.6762898550724638
0900700011316,0.6854,0.5996882712040524,0.40031172879594756,Muy bajo,1.0,0.0,3333.0,3036.0,0.9108910891089109,0.9046773642881529
090070001134A,0.6767,0.5883881023509546,0.4116118976490454,Muy bajo,1.0,0.0,4801.0,4276.0,0.8906477817121433,0.8830224546131433
0900700011354,0.8087,0.7598389401220937,0.24016105987790626,Medio,3.0,0.5,5412.0,3748.0,0.6925351071692535,0.6710950265197532
0900700011369,0.7585,0.6946356669697362,0.3053643330302638,Bajo,2.0,0.25,6244.0,4889.0,0.7829916720051249,0.7678592905127619
0900700011388,0.7307,0.658527081439148,0.34147291856085205,Bajo,2.0,0.25,5426.0,4621.0,0.8516402506450423,0.8412948581612867
090070001141A,0.8165,0.7699701259903883,0.23002987400961172,Medio,3.0,0.5,4034.0,2728.0,0.676251859196827,0.6536763183438854
0900700011424,0.7816,0.7246395635796856,0.2753604364203144,Bajo,2.0,0.25,2868.0,2123.0,0.7402370990237099,0.7221233641663595
0900700011439,0.9072,0.8877776334588907,0.11222236654110929,Alto,4.0,0.75,2553.0,1172.0,0.4590677634155895,0.4213475844660253
0900700011443,0.9088,0.8898558254318742,0.11014417456812575,Alto,4.0,0.75,1944.0,849.0,0.4367283950617284,0.3974504517288681
0900700011458,0.8938,0.8703727756851539,0.12962722431484608,Alto,4.0,0.75,1672.0,861.0,0.5149521531100478,0.4811288932886029
0900700011462,0.8676,0.8363423821275491,0.16365761787245092,Alto,4.0,0.75,2138.0,1243.0,0.5813844714686623,0.5521936568354426
0900700011477,0.9366,0.9259644109624626,0.07403558903753737,Alto,4.0,0.75,2144.0,824.0,0.3843283582089552,0.34139646594613143
0900700011481,0.9527,0.9468762176906091,0.053123782309390855,Muy alto,5.0,1.0,2404.0,697.0,0.2899334442595674,0.24041922466387444
0900700011496,0.7852,0.7293154955188985,0.2706845044811015,Medio,3.0,0.5,2508.0,1880.0,0.7496012759170654,0.7321405219771826
0900700011509,0.6877,0.6026756721652162,0.3973243278347838,Muy bajo,1.0,0.0,4501.0,3959.0,0.879582315041102,0.871185373024811
0900700011513,0.7041,0.6239771398882971,0.37602286011170294,Muy bajo,1.0,0.0,5040.0,4345.0,0.8621031746031746,0.8524873806483002
0900700011566,0.7715,0.7115209767502272,0.2884790232497728,Bajo,2.0,0.25,9607.0,7435.0,0.7739148537524722,0.7581495293781234
090070001159A,0.7713,0.7112612027536043,0.28873879724639573,Bajo,2.0,0.25,6577.0,5086.0,0.7733008970655314,0.7574927603858098
0900700011621,0.808,0.7589297311339135,0.2410702688660865,Medio,3.0,0.5,4363.0,2973.0,0.681411872564749,0.6591961487359307
0900700011636,0.7753,0.7164566826860631,0.2835433173139369,Bajo,2.0,0.25,2879.0,2281.0,0.7922889892323723,0.7778049264125607
0900700011640,0.7855,0.7297051565138329,0.27029484348616706,Medio,3.0,0.5,4130.0,3100.0,0.7506053268765133,0.7332145872180938
0900700011655,0.7591,0.6954149889596051,0.3045850110403949,Bajo,2.0,0.25,2422.0,1923.0,0.7939719240297275,0.7796052152839077
090070001166A,0.8031,0.7525652682166515,0.24743473178334852,Medio,3.0,0.5,3492.0,2494.0,0.7142038946162658,0.6942748175358674
0900700011674,0.7631,0.7006104688920639,0.2993895311079361,Bajo,2.0,0.25,3219.0,2571.0,0.798695246971109,0.7846579040395925
0900700011689,0.7754,0.7165865696843745,0.2834134303156255,Bajo,2.0,0.25,2767.0,2118.0,0.7654499457896639,0.7490943481397477
0900700011693,0.7645,0.7024288868684244,0.2975711131315756,Bajo,2.0,0.25,1994.0,1589.0,0.7968906720160481,0.7827274928232975
0900700011706,0.6814,0.5944927912715937,0.4055072087284063,Muy bajo,1.0,0.0,7304.0,6558.0,0.8978641840087623,0.8907420696369596
0900700011710,0.7105,0.6322899077802312,0.3677100922197688,Bajo,2.0,0.25,7566.0,6517.0,0.8613534232090934,0.8516853477393826
0900700011759,0.6822,0.5955318872580855,0.4044681127419145,Muy bajo,1.0,0.0,3542.0,3049.0,0.8608130999435347,0.8511073467595207
0900700011763,0.6846,0.5986491752175607,0.40135082478243933,Muy bajo,1.0,0.0,6450.0,5733.0,0.8888372093023256,0.8810856277287713
0900700011778,0.7653,0.7034679828549162,0.2965320171450838,Bajo,2.0,0.25,6872.0,5271.0,0.7670256111757858,0.7507798875106491
0900700011814,0.7469,0.6795687751656059,0.3204312248343941,Bajo,2.0,0.25,3682.0,3073.0,0.8346007604562737,0.8230671736375158
0900700011833,0.7865,0.7310040264969476,0.2689959735030524,Medio,3.0,0.5,3820.0,2820.0,0.7382198952879581,0.7199654971816011
0900700011848,0.74,0.6706065722821145,0.3293934277178855,Bajo,2.0,0.25,3516.0,2906.0,0.8265073947667805,0.8144094429842341
0900700011852,0.7529,0.6873619950642941,0.3126380049357059,Bajo,2.0,0.25,5369.0,4374.0,0.8146768485751537,0.8017539315026164
0900700011867,0.7441,0.6759319392128847,0.32406806078711525,Bajo,2.0,0.25,11213.0,9118.0,0.8131632926067957,0.8001348325510244
0900700011890,0.786,0.7303545915053903,0.2696454084946097,Medio,3.0,0.5,5462.0,4317.0,0.7903698279018675,0.7757519385065188
0900700011918,0.7411,0.6720353292635407,0.3279646707364593,Bajo,2.0,0.25,4932.0,4118.0,0.8349553933495539,0.8234465357210554
0900700011941,0.9358,0.9249253149759709,0.07507468502402914,Alto,4.0,0.75,4191.0,1568.0,0.37413505130040564,0.3304923613910853
0900700011960,0.8162,0.769580464995454,0.23041953500454604,Medio,3.0,0.5,3697.0,2599.0,0.7030024344062754,0.6822922593342226
0900700011975,0.8727,0.842966619041434,0.157033380958566,Alto,4.0,0.75,3469.0,2012.0,0.579994234649755,0.5507064762996612
090070001198A,0.743,0.6745031822314586,0.32549681776854145,Bajo,2.0,0.25,6004.0,4999.0,0.8326115922718188,0.8209392971735319
0900700011994,0.7405,0.671256007273672,0.32874399272632804,Bajo,2.0,0.25,4227.0,3398.0,0.8038798202034539,0.7902040068996334
0900700012047,0.7007,0.6195609819457072,0.3804390180542928,Muy bajo,1.0,0.0,9901.0,8657.0,0.8743561256438743,0.865594752029769
0900700012051,0.6054,0.4957786725548773,0.5042213274451227,Muy bajo,1.0,0.0,11168.0,10627.0,0.9515580229226361,0.9481800766283526
0900700012070,0.682,0.5952721132614626,0.40472788673853743,Muy bajo,1.0,0.0,4009.0,3612.0,0.9009728111748566,0.8940674669732566
0900700012085,0.713,0.6355370827380179,0.3644629172619821,Bajo,2.0,0.25,5771.0,5053.0,0.8755848206549991,0.8669091261566121
090070001209A,0.6853,0.599558384205741,0.40044161579425896,Muy bajo,1.0,0.0,3728.0,3312.0,0.8884120171673819,0.8806307861805863
0900700012102,0.6816,0.5947525652682166,0.4052474347317834,Muy bajo,1.0,0.0,3559.0,3317.0,0.932003371733633,0.9272618443985836
0900700012117,0.6737,0.5844914924016105,0.41550850759838953,Muy bajo,1.0,0.0,3078.0,2777.0,0.9022092267706303,0.8953901000550191
0900700012121,0.3354,0.14508377711391085,0.8549162228860891,Muy bajo,1.0,0.0,6.0,6.0,1.0,1.0
0900700012140,0.7057,0.6260553318612806,0.3739446681387194,Muy bajo,1.0,0.0,7798.0,6575.0,0.8431649140805335,0.8322285211160343
0900700012155,0.7105,0.6322899077802312,0.3677100922197688,Bajo,2.0,0.25,3757.0,3199.0,0.8514772424807027,0.841120483144108
090070001216A,0.6958,0.6131965190284452,0.3868034809715548,Muy bajo,1.0,0.0,3662.0,3275.0,0.8943200436919716,0.8869507900337106
0900700012174,0.747,0.6796986621639174,0.3203013378360826,Bajo,2.0,0.25,2333.0,1902.0,0.8152593227603944,0.8023770226616939
0900700012189,0.7734,0.7139888297181451,0.28601117028185485,Bajo,2.0,0.25,2333.0,1864.0,0.7989712816116588,0.7849531870727017
0900700012193,0.7303,0.658007533445902,0.341992466554098,Bajo,2.0,0.25,2571.0,2205.0,0.8576429404900817,0.8477161263786621
0900700012206,0.7704,0.7100922197688011,0.2899077802311989,Bajo,2.0,0.25,1633.0,1268.0,0.7764849969381507,0.7608988932763665
0900700012371,0.7381,0.6681387193141965,0.33186128068580345,Bajo,2.0,0.25,1665.0,1409.0,0.8462462462462462,0.8355247201224213
0900700012386,0.7803,0.7229510326016365,0.2770489673983635,Bajo,2.0,0.25,3563.0,2797.0,0.785012629806343,0.7700211733407317
0900700012390,0.8506,0.8142615924145993,0.18573840758540072,Medio,3.0,0.5,3944.0,2554.0,0.6475659229208925,0.6229900600747632
0900700012403,0.7207,0.645538381608001,0.35446161839199897,Bajo,2.0,0.25,124.0,85.0,0.6854838709677419,0.6635520949202818
0900700012437,0.7321,0.6603454994155085,0.33965450058449154,Bajo,2.0,0.25,4942.0,4178.0,0.8454067179279644,0.8346266499827113
0900700012441,0.703,0.622548382906871,0.377451617093129,Muy bajo,1.0,0.0,4436.0,3868.0,0.8719567177637512,0.8630280291173921
0900700012456,0.6779,0.5899467463306922,0.4100532536693078,Muy bajo,1.0,0.0,4447.0,3789.0,0.8520350798290983,0.841717219495342
0900700012460,0.6758,0.5872191193661513,0.41278088063384866,Muy bajo,1.0,0.0,4424.0,3799.0,0.8587251356238698,0.8488737849279098
0900700012475,0.3217,0.1272892583452396,0.8727107416547604,Muy bajo,1.0,0.0,5.0,5.0,1.0,1.0
0900700012494,0.7067,0.6273542018443954,0.3726457981556046,Muy bajo,1.0,0.0,1920.0,1675.0,0.8723958333333334,0.8634977650063858
0900700012507,0.7616,0.6986621639173919,0.3013378360826081,Bajo,2.0,0.25,2165.0,1866.0,0.8618937644341801,0.8522633679311229
0900700012511,0.9183,0.9021950902714638,0.09780490972853617,Alto,4.0,0.75,973.0,395.0,0.40596094552929085,0.36453753253554794
0900700012526,0.902,0.8810235095466944,0.1189764904533056,Alto,4.0,0.75,1045.0,489.0,0.46794258373205744,0.43084126198463774
0900700012530,0.7068,0.6274840888427068,0.3725159111572932,Muy bajo,1.0,0.0,10038.0,8737.0,0.8703925084678222,0.8613547446904827
0900700012545,0.7054,0.6256656708663463,0.3743343291336537,Muy bajo,1.0,0.0,6935.0,6081.0,0.8768565248738284,0.8682695086006623
090070001255A,0.8045,0.754383686193012,0.245616313806988,Medio,3.0,0.5,4856.0,3467.0,0.7139621087314663,0.694016171485921
0900700012564,0.6561,0.561631380698792,0.43836861930120796,Muy bajo,1.0,0.0,6758.0,6190.0,0.9159514649304528,0.9100906092282851
0900700012579,0.6977,0.6156643719963631,0.38433562800363685,Muy bajo,1.0,0.0,4395.0,3849.0,0.8757679180887372,0.8671049913041204
0900700012600,0.752,0.6861930120794908,0.3138069879205092,Bajo,2.0,0.25,4652.0,3696.0,0.7944969905417025,0.7801668956292849
0900700012615,0.6687,0.5779971424860371,0.42200285751396294,Muy bajo,1.0,0.0,7660.0,6890.0,0.8994778067885117,0.8924682132388984
090070001262A,0.6817,0.594882452266528,0.40511754773347197,Muy bajo,1.0,0.0,5404.0,4834.0,0.8945225758697262,0.8871674451449332
0900700012634,0.6921,0.6083907000909209,0.3916092999090791,Muy bajo,1.0,0.0,4178.0,3701.0,0.885830540928674,0.8778692989551179
0900700012649,0.6825,0.5959215482530198,0.4040784517469802,Muy bajo,1.0,0.0,4292.0,3838.0,0.8942218080149115,0.8868457042059896
0900700012653,0.6482,0.551370307832186,0.448629692167814,Muy bajo,1.0,0.0,3417.0,3202.0,0.9370793093356745,0.9326917362701929
0900700012668,0.6767,0.5883881023509546,0.4116118976490454,Muy bajo,1.0,0.0,3452.0,3073.0,0.8902085747392816,0.8825526209471549
0900700012672,0.67,0.5796856734640863,0.4203143265359137,Muy bajo,1.0,0.0,998.0,875.0,0.8767535070140281,0.8681593071199871
0900700012687,0.7349,0.6639823353682296,0.3360176646317704,Bajo,2.0,0.25,4648.0,3889.0,0.8367039586919105,0.825317031673492
0900700012691,0.728,0.6550201324847382,0.3449798675152618,Bajo,2.0,0.25,7184.0,6028.0,0.839086859688196,0.8278660966472962
0900700012704,0.6585,0.5647486686582672,0.4352513313417328,Muy bajo,1.0,0.0,5004.0,4679.0,0.9350519584332534,0.9305230145385607
0900700012719,0.6701,0.5798155604623977,0.4201844395376023,Muy bajo,1.0,0.0,4667.0,4241.0,0.9087208056567389,0.9023557430626877
0900700012723,0.6284,0.5256526821665151,0.47434731783348494,Muy bajo,1.0,0.0,3246.0,3065.0,0.9442390634627233,0.9403507529455646
0900700012738,0.706,0.626444992856215,0.373555007143785,Muy bajo,1.0,0.0,6660.0,5684.0,0.8534534534534535,0.8432344988666828
0900700012757,0.7159,0.6393038056890504,0.36069619431094957,Bajo,2.0,0.25,5460.0,4731.0,0.8664835164835165,0.8571731716559303
0900700012776,0.7463,0.678789453175737,0.321210546824263,Bajo,2.0,0.25,7915.0,6359.0,0.8034112444725205,0.7897027565391868
0900700012780,0.6969,0.6146252760098714,0.3853747239901286,Muy bajo,1.0,0.0,6828.0,5984.0,0.8763913298183948,0.8677718746563059
0900700012795,0.6597,0.5663073126380048,0.4336926873619952,Muy bajo,1.0,0.0,4810.0,4516.0,0.9388773388773389,0.9346151456496284
0900700012808,0.7665,0.7050266268346538,0.2949733731653462,Bajo,2.0,0.25,4291.0,3339.0,0.7781402936378466,0.7626696167957348
0900700012812,0.7962,0.7436030653331601,0.2563969346668399,Medio,3.0,0.5,3534.0,2599.0,0.7354272778720996,0.7169781455244836
0900700012831,0.7751,0.7161969086894402,0.2838030913105598,Bajo,2.0,0.25,4755.0,3733.0,0.785068349106204,0.7700807780477095
0900700012846,0.7242,0.6500844265489023,0.3499155734510977,Bajo,2.0,0.25,4919.0,4233.0,0.8605407603171377,0.8508160164005549
0900700012850,0.7501,0.6837251591115728,0.31627484088842717,Bajo,2.0,0.25,3626.0,2903.0,0.8006067291781578,0.7867026773430714
090070001287A,0.7534,0.6880114300558513,0.3119885699441487,Bajo,2.0,0.25,2847.0,2230.0,0.7832806462943449,0.7681684154995444
0900700012884,0.7397,0.6702169112871802,0.3297830887128198,Bajo,2.0,0.25,3455.0,2995.0,0.8668596237337193,0.8575755055419709
0900700012899,0.6941,0.6109884400571504,0.38901155994284964,Muy bajo,1.0,0.0,6523.0,5727.0,0.8779702590832439,0.8694609055020754
0900700012901,0.713,0.6355370827380179,0.3644629172619821,Bajo,2.0,0.25,7640.0,6645.0,0.8697643979057592,0.8606828348478466
0900700012920,0.6593,0.565787764644759,0.434212235355241,Muy bajo,1.0,0.0,5432.0,5152.0,0.9484536082474226,0.9448591855275111
0900700012935,0.6347,0.5338355630601377,0.4661644369398623,Muy bajo,1.0,0.0,5611.0,5142.0,0.9164141864195331,0.9105855971200523
090070001294A,0.6756,0.5869593453695284,0.41304065463047157,Muy bajo,1.0,0.0,3005.0,2678.0,0.8911813643926789,0.8835932449748504
0900700012954,0.6601,0.5668268606312508,0.43317313936874924,Muy bajo,1.0,0.0,1967.0,1801.0,0.9156075241484494,0.9097226848361957
0900700012969,0.6442,0.5461748278997272,0.45382517210027284,Muy bajo,1.0,0.0,2446.0,2301.0,0.9407195421095667,0.936585809030617
0900700012973,0.6369,0.53669307702299,0.46330692297701004,Muy bajo,1.0,0.0,3737.0,3437.0,0.9197217018999198,0.9141237516109486
0900700012988,0.7582,0.6942460059748019,0.3057539940251981,Bajo,2.0,0.25,7485.0,5966.0,0.797060788243153,0.7829094715612579
0900700013026,0.7843,0.7281465125340953,0.27185348746590465,Medio,3.0,0.5,2476.0,1915.0,0.7734248788368336,0.7576253876292872
0900700013030,0.7461,0.6785296791791141,0.3214703208208859,Bajo,2.0,0.25,5665.0,4588.0,0.8098852603706973,0.7966282172241329
0900700013045,0.742,0.6732043122483439,0.3267956877516561,Bajo,2.0,0.25,6746.0,5649.0,0.8373851171064335,0.8260456884908668
090070001305A,0.7288,0.65605922847123,0.34394077152877,Bajo,2.0,0.25,6413.0,5455.0,0.8506159363792297,0.8401991166171683
0900700013064,0.6939,0.6107286660605272,0.3892713339394728,Muy bajo,1.0,0.0,7591.0,6686.0,0.8807798708997497,0.8724664366100005
0900700013079,0.6918,0.6080010390959865,0.39199896090401354,Muy bajo,1.0,0.0,6707.0,5986.0,0.8925003727448934,0.8850042301546905
0900700013083,0.6952,0.6124171970385764,0.38758280296142356,Muy bajo,1.0,0.0,5598.0,5027.0,0.8979992854590926,0.8908865919547074
0900700013100,0.681,0.5939732432783479,0.4060267567216521,Muy bajo,1.0,0.0,5043.0,4524.0,0.8970850684116597,0.8899086249062659
0900700013115,0.6672,0.5760488375113652,0.42395116248863485,Muy bajo,1.0,0.0,5932.0,5392.0,0.908968307484828,0.9026205036389425
0900700013134,0.6429,0.5444862969216782,0.45551370307832184,Muy bajo,1.0,0.0,1917.0,1815.0,0.94679186228482,0.9430815630265201
0900700013149,0.61,0.5017534744772048,0.49824652552279525,Muy bajo,1.0,0.0,3854.0,3676.0,0.9538142189932538,0.9505936013138562
0900700013153,0.6401,0.540849460968957,0.45915053903104297,Muy bajo,1.0,0.0,3548.0,3323.0,0.9365839909808342,0.9321618784745169
0900700013204,0.6908,0.6067021691128718,0.3932978308871282,Muy bajo,1.0,0.0,6560.0,5818.0,0.886890243902439,0.8790028969255209
0900700013219,0.6472,0.5500714378490713,0.4499285621509287,Muy bajo,1.0,0.0,7562.0,6910.0,0.9137794234329543,0.9077671073658269
0900700013223,0.656,0.5615014937004806,0.43849850629951936,Muy bajo,1.0,0.0,7204.0,6612.0,0.917823431426985,0.9120931113195947
0900700013238,0.6897,0.6052734121314456,0.3947265878685544,Muy bajo,1.0,0.0,5972.0,5460.0,0.9142665773610181,0.9082882314145451
0900700013242,0.6511,0.5551370307832186,0.44486296921678137,Muy bajo,1.0,0.0,8071.0,7443.0,0.9221905587907323,0.9167647663385918
0900700013257,0.6494,0.5529289518119236,0.4470710481880764,Muy bajo,1.0,0.0,4042.0,3781.0,0.9354280059376546,0.9309252845126175
0900700013276,0.6843,0.5982595142226264,0.40174048577737365,Muy bajo,1.0,0.0,6408.0,5702.0,0.8898252184769039,0.8821425325622665
0900700013295,0.6827,0.5961813222496427,0.4038186777503573,Muy bajo,1.0,0.0,5180.0,4634.0,0.8945945945945946,0.8872444858651755
0900700013327,0.6971,0.6148850500064944,0.3851149499935056,Muy bajo,1.0,0.0,7139.0,6322.0,0.8855582014287715,0.8775779687314674
0900700013346,0.6386,0.5389011559942849,0.4610988440057151,Muy bajo,1.0,0.0,6646.0,6219.0,0.9357508275654529,0.9312706170738485
0900700013365,0.6144,0.5074685024029094,0.4925314975970906,Muy bajo,1.0,0.0,2466.0,2320.0,0.9407948094079481,0.9366663248532533
090070001337A,0.7514,0.6854136900896219,0.31458630991037806,Bajo,2.0,0.25,7449.0,6065.0,0.8142032487582226,0.8012473067176082
0900700013401,0.6714,0.5815040914404468,0.4184959085595532,Muy bajo,1.0,0.0,7227.0,6584.0,0.9110280891102809,0.9048239175463234
0900700013420,0.6124,0.5048707624366802,0.49512923756331984,Muy bajo,1.0,0.0,4183.0,3979.0,0.951231173798709,0.9478304357264351
0900700013488,0.683,0.5965709832445772,0.40342901675542275,Muy bajo,1.0,0.0,4947.0,4509.0,0.9114614918132201,0.9052875422001956
0900700013492,0.7034,0.6230679309001169,0.3769320690998831,Muy bajo,1.0,0.0,5596.0,4985.0,0.8908148677626876,0.883201191874875
0900700013505,0.7084,0.6295622808156903,0.3704377191843097,Bajo,2.0,0.25,5678.0,4914.0,0.8654455794293765,0.856062857381923
090070001351A,0.736,0.6654110923496558,0.3345889076503442,Bajo,2.0,0.25,5662.0,4760.0,0.8406923348640056,0.8295835244982006
0900700013539,0.7229,0.6483958955708533,0.3516041044291467,Bajo,2.0,0.25,4482.0,3841.0,0.85698348951361,0.847010690698084
0900700013558,0.8338,0.7924405766982724,0.2075594233017276,Medio,3.0,0.5,1449.0,895.0,0.6176673567977916,0.5910066130955687
0900700013562,0.816,0.7693206909988309,0.23067930900116906,Medio,3.0,0.5,1790.0,1195.0,0.6675977653631285,0.6444187589631628
0900700013577,0.761,0.697882841927523,0.30211715807247697,Bajo,2.0,0.25,2148.0,1504.0,0.7001862197392924,0.6792796649471664
0900700013581,0.8082,0.7591895051305364,0.2408104948694636,Medio,3.0,0.5,3918.0,2613.0,0.6669218989280244,0.6436957631444614
0900700013596,0.7998,0.7482789972723729,0.2517210027276271,Medio,3.0,0.5,4562.0,3090.0,0.6773345024112232,0.6548344562192089
0900700013613,0.8818,0.8547863358877776,0.14521366411222236,Alto,4.0,0.75,1437.0,760.0,0.5288796102992345,0.4960275371476869
0900700013628,0.9468,0.9392128847902325,0.06078711520976754,Muy alto,5.0,1.0,1143.0,382.0,0.3342082239720035,0.28778136449418923
0900700013632,0.7761,0.7174957786725549,0.2825042213274451,Bajo,2.0,0.25,6630.0,4971.0,0.7497737556561086,0.732325029039025
0900700013647,0.7878,0.7326925574749966,0.2673074425250034,Medio,3.0,0.5,2416.0,1767.0,0.7313741721854304,0.7126424094795869
0900700013651,0.7707,0.7104818807637355,0.28951811923626447,Bajo,2.0,0.25,2668.0,1884.0,0.7061469265367316,0.685656022563431
0900700013666,0.9084,0.8893362774386283,0.11066372256137169,Alto,4.0,0.75,1754.0,839.0,0.47833523375142534,0.4419586102045899
0900700013670,0.8178,0.7716586569684374,0.22834134303156262,Medio,3.0,0.5,4113.0,2849.0,0.6926817408217846,0.6712518852009282
090070001369A,0.8067,0.7572412001558643,0.24275879984413573,Medio,3.0,0.5,2855.0,2103.0,0.7366024518388792,0.7182352664881804
0900700013702,0.7601,0.6967138589427198,0.30328614105728025,Bajo,2.0,0.25,2647.0,2191.0,0.8277295051001133,0.8157167732718453
0900700013717,0.7474,0.6802182101571632,0.3197817898428368,Bajo,2.0,0.25,2256.0,1939.0,0.8594858156028369,0.8496875084916171
0900700013721,0.8137,0.7663332900376671,0.23366670996233285,Medio,3.0,0.5,4509.0,3337.0,0.7400754047460635,0.7219503946555591
0900700013740,0.8018,0.7508767372386023,0.24912326276139773,Medio,3.0,0.5,4423.0,3208.0,0.7252995704273117,0.7061442148019366
0900700013755,0.83,0.7875048707624366,0.21249512923756342,Medio,3.0,0.5,3435.0,2144.0,0.6241630276564775,0.5979552387804157
090070001376A,0.7474,0.6802182101571632,0.3197817898428368,Bajo,2.0,0.25,1600.0,1409.0,0.880625,0.8723007662835249
0900700013774,0.7667,0.7052864008312768,0.2947135991687232,Bajo,2.0,0.25,3448.0,2681.0,0.7775522041763341,0.7620405187970593
0900700013789,0.7587,0.6948954409663592,0.30510455903364075,Bajo,2.0,0.25,3692.0,2896.0,0.7843986998916577,0.7693644329875511
0900700013793,0.7389,0.6691778153006883,0.3308221846993117,Bajo,2.0,0.25,4397.0,3610.0,0.8210143279508756,0.8085333347275266
0900700013806,0.7764,0.7178854396674892,0.2821145603325108,Bajo,2.0,0.25,2061.0,1547.0,0.7506065016982048,0.7332158439622175
0900700013810,0.7888,0.7339914274581113,0.2660085725418887,Medio,3.0,0.5,5220.0,4139.0,0.792911877394636,0.778471249688055
0900700013825,0.7619,0.6990518249123263,0.3009481750876737,Bajo,2.0,0.25,3392.0,2743.0,0.8086674528301887,0.7953254897708378
090070001383A,0.7968,0.7443823873230289,0.25561761267697114,Medio,3.0,0.5,3544.0,2537.0,0.7158577878103838,0.6960440396806864
0900700013844,0.8199,0.7743862839329783,0.22561371606702174,Medio,3.0,0.5,1543.0,1131.0,0.7329876863253403,0.7143684368660345
0900700013859,0.8094,0.760748149110274,0.239251850889726,Medio,3.0,0.5,2053.0,1424.0,0.6936190940087676,0.6722546017135935
0900700013863,0.678,0.5900766333290038,0.40992336667099616,Muy bajo,1.0,0.0,4131.0,3686.0,0.8922778988138466,0.8847662427158083
0900700013897,0.8048,0.7547733471879464,0.24522665281205358,Medio,3.0,0.5,3925.0,2797.0,0.7126114649681529,0.692571344900798
090070001390A,0.8695,0.8388102350954669,0.16118976490453307,Alto,4.0,0.75,3991.0,2335.0,0.5850663993986469,0.5561323322302767
