cvegeo,grado_rezago_social,grado_rezago_num,indice_rezago_social,rezago_norm,area_km2,centroide_lon,centroide_lat
0901300010404,Muy bajo,1,,0.0,0.7593211557036048,-99.11110451161149,19.250019505681454
0901300010283,Bajo,2,,0.25,0.8172396324105283,-99.13380778630149,19.256097358081963
0901300011296,Medio,3,,0.5,0.3052036117108963,-99.09242479133624,19.231825209168225
090130001025A,Bajo,2,,0.25,0.22847158109723154,-99.10201108805508,19.2569924848025
0901300010442,Bajo,2,,0.25,0.49717749348837503,-99.09755851428109,19.24522139107156
0901300010334,Bajo,2,,0.25,0.7819219211479254,-99.10015740569628,19.252255103761158
0901300011309,Bajo,2,,0.25,0.1288783836199298,-99.11196510732319,19.23571695414825
0901300010832,Bajo,2,,0.25,0.1770819029187518,-99.11743592649573,19.225064678306786
0901300010724,Alto,4,,0.75,0.32555225557659334,-99.06323635161891,19.26073546305216
0901300011489,Alto,4,,0.75,0.11513076186881895,-99.05990591566095,19.26082802730741
0901300010809,Medio,3,,0.5,0.35149470346426387,-99.14732354247307,19.232314626596448
0901300011440,Alto,4,,0.75,0.654009892206847,-99.0876329979885,19.225820265356504
090130001064A,Bajo,2,,0.25,0.5706615792568975,-99.10152001807963,19.216103730322608
0901300011031,Bajo,2,,0.25,0.6932253448756411,-99.08982340633759,19.24168492375252
090130001089A,Alto,4,,0.75,0.44705599348681285,-99.09407808875062,19.221653526579388
0901300010654,Bajo,2,,0.25,0.8664398915669824,-99.09650274001959,19.21442982383947
090130001146A,Medio,3,,0.5,0.6566305877722589,-99.12857312091798,19.216301017972103
0901300011173,Bajo,2,,0.25,0.5114078993362888,-99.12201179651974,19.22984572709252
0901300011525,Bajo,2,,0.25,0.13938940571147504,-99.11351179510041,19.232021183864326
0901300011417,Medio,3,,0.5,0.23596688134255764,-99.07952030631513,19.253033489133973
0901300010423,Bajo,2,,0.25,0.39106992535992263,-99.09672596572355,19.248961272583802
0901300011027,Bajo,2,,0.25,0.42773679051449603,-99.08953239522732,19.248974671349274
090130001114A,Medio,3,,0.5,1.1842434885107982,-99.0900237350593,19.25618070700554
0901300011544,Bajo,2,,0.25,0.008804266458219308,-99.09610801413793,19.226131561883022
0901300010090,Alto,4,,0.75,0.891817215588188,-99.11062153469919,19.276440688638836
0901300010052,Medio,3,,0.5,0.9356273741341983,-99.10404699360036,19.283424602530367
0901300011366,Bajo,2,,0.25,0.7240510083537585,-99.07224963707513,19.254478432275643
090130001071A,Bajo,2,,0.25,0.24763062908193612,-99.07222533812327,19.258100077997383
0901300010758,Bajo,2,,0.25,1.1685246903338027,-99.10551995300334,19.233401757371826
0901300010508,Bajo,2,,0.25,0.7959012057752778,-99.10687168700775,19.240110487659393
0901300011192,Bajo,2,,0.25,0.8672053656295982,-99.01784729137198,19.24731105970471
0901300010550,Bajo,2,,0.25,0.31358052552310045,-99.01475872610789,19.254230884468097
0901300011169,Medio,3,,0.5,2.175772061228043,-99.06464547427875,19.245068679630492
0901300011154,Bajo,2,,0.25,0.9728510104062581,-99.07317585040674,19.242259912481735
0901300011188,Bajo,2,,0.25,0.7801536503113851,-99.11802553773761,19.22958858403384
0901300010847,Bajo,2,,0.25,1.3175376639621044,-99.12246033697227,19.2131877541428
0901300010669,Medio,3,,0.5,0.7510685382862579,-99.12285425629499,19.19777662904956
0901300010851,Alto,4,,0.75,0.8610525440155644,-99.12828768158596,19.204397130054502
0901300011563,Medio,3,,0.5,0.05527334866391212,-99.01772616459422,19.23980460965027
0901300010777,Bajo,2,,0.25,0.35909336988935703,-99.10208939656542,19.22350913577228
0901300010601,Bajo,2,,0.25,0.7919513757979394,-99.10834272226374,19.22358638721615
0901300010762,Bajo,2,,0.25,0.4781279609993501,-99.09950375525574,19.22929629337608
0901300010438,Bajo,2,,0.25,0.2553565302670096,-99.10006020813884,19.24135474038246
0901300011436,Medio,3,,0.5,0.35883185926742783,-99.09501020225737,19.228153078843405
