folio_ageb,entidad,alcaldia,localidad,pob,pob_nbi,ids_ccevj,ids_csj,ids_caej,ids_ctelj,ids_cbdj,ids_rei,ids_cassi,ids_casi,idsm,e_idsm
0000000000000,00,000,0000,694,611,,,,,,,,,,
0900200010010,09,002,0001,3175,1982,0.7425,1.0000,1.0000,0.9274,0.9344,0.9465,0.7030,0.7293,0.8725,Alto
0900200010025,09,002,0001,5553,4061,0.6914,0.9964,1.0000,0.8731,0.8829,0.9120,0.7288,0.7536,0.8392,Medio
090020001003A,09,002,0001,4201,2222,0.8879,0.9946,1.0000,0.9042,0.8912,0.9229,0.6998,0.7263,0.8981,Alto
0900200010044,09,002,0001,4741,2817,0.8062,0.9980,1.0000,0.9221,0.9207,0.9263,0.6988,0.7465,0.8821,Alto
0900200010097,09,002,0001,2146,943,0.9090,0.9983,1.0000,0.9526,0.9367,0.9493,0.7018,0.7312,0.9243,Alto
090020001010A,09,002,0001,3314,1603,0.8586,0.9984,1.0000,0.9466,0.9397,0.9524,0.6919,0.7358,0.9115,Alto
0900200010114,09,002,0001,9624,6934,0.6805,0.9555,1.0000,0.8915,0.8752,0.9192,0.6402,0.7134,0.8208,Medio
0900200010129,09,002,0001,5579,2588,0.8527,0.9673,1.0000,0.9298,0.9257,0.9434,0.7123,0.7725,0.9042,Alto
0900200010133,09,002,0001,7166,5132,0.6569,0.8887,1.0000,0.8988,0.8890,0.9126,0.6384,0.7327,0.8086,Medio
0900200010148,09,002,0001,2468,896,0.8903,0.9602,1.0000,0.9493,0.9611,0.9601,0.6981,0.7689,0.9302,Alto
0900200010167,09,002,0001,3027,2305,0.6271,0.8834,1.0000,0.8889,0.8828,0.9116,0.6019,0.6858,0.7954,Medio
0900200010171,09,002,0001,2284,923,0.9067,0.9952,1.0000,0.9262,0.9210,0.9404,0.7207,0.7627,0.9205,Alto
0900200010186,09,002,0001,10985,6036,0.7540,0.9343,1.0000,0.9246,0.9228,0.9465,0.7164,0.7673,0.8703,Alto
0900200010190,09,002,0001,8807,5925,0.6911,0.8886,0.9995,0.8918,0.8840,0.9207,0.6683,0.7246,0.8274,Medio
0900200010203,09,002,0001,5460,4107,0.6370,0.8867,0.9993,0.8803,0.8774,0.9136,0.6190,0.6851,0.7962,Medio
0900200010218,09,002,0001,4121,2613,0.7308,0.9517,1.0000,0.9202,0.9025,0.9350,0.6290,0.6925,0.8417,Medio
0900200010222,09,002,0001,6867,4497,0.6970,0.9134,0.9999,0.9021,0.8876,0.9224,0.6352,0.6940,0.8199,Medio
0900200010237,09,002,0001,7062,5202,0.6539,0.8212,0.9997,0.8910,0.8913,0.9187,0.6205,0.6834,0.8010,Medio
0900200010256,09,002,0001,4850,3135,0.7250,0.9518,1.0000,0.9107,0.9209,0.9289,0.6179,0.6872,0.8385,Medio
0900200010260,09,002,0001,4943,2910,0.7863,0.9769,0.9998,0.9074,0.9051,0.9198,0.6737,0.7287,0.8641,Alto
0900200010275,09,002,0001,6985,5028,0.6706,0.9410,0.9994,0.9052,0.9042,0.9013,0.6302,0.6956,0.8098,Medio
090020001028A,09,002,0001,3088,1388,0.8345,0.9797,1.0000,0.9306,0.9475,0.9556,0.7364,0.7611,0.9086,Alto
0900200010294,09,002,0001,5987,3373,0.7815,0.9356,1.0000,0.9236,0.9203,0.9483,0.6883,0.7465,0.8769,Alto
0900200010307,09,002,0001,5603,3875,0.6730,0.9228,1.0000,0.9038,0.8987,0.9254,0.6977,0.7374,0.8288,Medio
0900200010311,09,002,0001,3721,2353,0.7407,0.9452,0.9995,0.9152,0.8962,0.9367,0.6299,0.6933,0.8466,Medio
0900200010326,09,002,0001,8263,4217,0.7925,0.9491,1.0000,0.9447,0.9322,0.9529,0.7403,0.7879,0.8926,Alto
0900200010330,09,002,0001,2219,1647,0.6490,0.8283,1.0000,0.9022,0.8880,0.9075,0.6548,0.7176,0.8063,Medio
0900200010345,09,002,0001,3945,2652,0.6497,0.8778,0.9995,0.9001,0.9045,0.9237,0.6956,0.7461,0.8182,Medio
090020001035A,09,002,0001,6164,3678,0.7530,0.9541,1.0000,0.9144,0.9145,0.9145,0.6710,0.7334,0.8514,Medio
0900200010364,09,002,0001,3377,2370,0.6840,0.9382,0.9994,0.9189,0.8960,0.9371,0.6088,0.6857,0.8217,Medio
0900200010379,09,002,0001,4390,2862,0.7158,0.9358,0.9900,0.9118,0.8852,0.9312,0.6469,0.7243,0.8381,Medio
0900200010383,09,002,0001,4014,2553,0.7246,0.9472,1.0000,0.9187,0.9092,0.9446,0.6447,0.7055,0.8458,Medio
0900200010398,09,002,0001,4197,2772,0.7431,0.9462,1.0000,0.8956,0.8739,0.9389,0.6004,0.6827,0.8366,Medio
0900200010400,09,002,0001,3892,2451,0.7423,0.9568,1.0000,0.9031,0.8964,0.9420,0.6172,0.7003,0.8493,Medio
0900200010415,09,002,0001,4118,2645,0.7149,0.9702,1.0000,0.9297,0.9116,0.9571,0.6372,0.7120,0.8539,Medio
0900200010434,09,002,0001,2785,933,0.8949,0.9745,1.0000,0.9519,0.9527,0.9646,0.7300,0.7744,0.9340,Alto
0900200010449,09,002,0001,2883,1471,0.8035,0.9446,1.0000,0.9398,0.9426,0.9465,0.6857,0.7395,0.8867,Alto
0900200010468,09,002,0001,4418,2181,0.8298,0.9598,0.9973,0.9271,0.9072,0.9473,0.7057,0.7398,0.8928,Alto
0900200010472,09,002,0001,6453,2594,0.8519,0.9759,1.0000,0.9475,0.9367,0.9551,0.7429,0.7966,0.9154,Alto
0900200010487,09,002,0001,4144,2610,0.7327,0.8862,0.9993,0.9009,0.8814,0.9308,0.6368,0.6967,0.8342,Medio
0900200010491,09,002,0001,6198,3527,0.7438,0.9120,0.9995,0.9250,0.9243,0.9401,0.6904,0.7396,0.8591,Medio
0900200010504,09,002,0001,4675,1904,0.8527,0.9774,1.0000,0.9466,0.9477,0.9601,0.6789,0.7582,0.9123,Alto
0900200010519,09,002,0001,2380,1117,0.8470,0.9697,1.0000,0.9113,0.9134,0.9534,0.6710,0.7382,0.8945,Alto
0900200010542,09,002,0001,6717,3048,0.8300,0.8820,1.0000,0.9490,0.9453,0.9586,0.7027,0.7605,0.8985,Alto
0900200010557,09,002,0001,4458,2903,0.7104,0.9302,1.0000,0.8904,0.8883,0.9342,0.6240,0.6968,0.8298,Medio
0900200010561,09,002,0001,3407,2366,0.7074,0.9287,1.0000,0.8809,0.8794,0.9344,0.6131,0.7008,0.8279,Medio
0900200010576,09,002,0001,3145,2133,0.6992,0.9174,1.0000,0.8774,0.8761,0.9287,0.6560,0.7193,0.8305,Medio
0900200010580,09,002,0001,4124,2916,0.6442,0.9107,1.0000,0.8771,0.8740,0.9203,0.6671,0.7501,0.8116,Medio
0900200010595,09,002,0001,5045,3905,0.6217,0.8626,0.9998,0.8628,0.8612,0.9005,0.5742,0.6814,0.7782,Bajo
0900200010608,09,002,0001,5113,4292,0.5397,0.7728,0.9992,0.8257,0.8226,0.8853,0.5734,0.6736,0.7339,Bajo
0900200010612,09,002,0001,4310,3582,0.5645,0.8640,1.0000,0.8540,0.8518,0.9061,0.6044,0.6931,0.7635,Bajo
0900200010627,09,002,0001,4896,4089,0.5439,0.7731,0.9998,0.8292,0.8193,0.8820,0.5956,0.6800,0.7354,Bajo
0900200010631,09,002,0001,5215,3119,0.7357,0.8914,1.0000,0.9213,0.9280,0.9383,0.6652,0.7027,0.8495,Medio
0900200010650,09,002,0001,6391,4982,0.6113,0.8508,0.9955,0.8799,0.8677,0.9041,0.6420,0.6904,0.7848,Medio
0900200010665,09,002,0001,7654,5113,0.7058,0.8970,0.9999,0.8929,0.8834,0.9277,0.6840,0.7262,0.8346,Medio
090020001067A,09,002,0001,6100,2825,0.8338,0.9872,1.0000,0.9464,0.9411,0.9637,0.7134,0.7786,0.9106,Alto
0900200010684,09,002,0001,3914,1630,0.8369,0.9715,0.9997,0.9440,0.9420,0.9630,0.7082,0.7501,0.9131,Alto
0900200010699,09,002,0001,2634,812,0.9353,0.9982,1.0000,0.9646,0.9709,0.9788,0.6925,0.7307,0.9484,Muy alto
0900200010701,09,002,0001,2330,643,0.9313,0.9940,1.0000,0.9552,0.9627,0.9791,0.7021,0.7684,0.9539,Muy alto
0900200010716,09,002,0001,3714,2019,0.7748,0.9714,1.0000,0.9245,0.9104,0.9473,0.6524,0.7086,0.8675,Alto
0900200010720,09,002,0001,2584,822,0.9193,0.9991,1.0000,0.9682,0.9758,0.9795,0.6726,0.7254,0.9469,Muy alto
090020001074A,09,002,0001,2810,1473,0.8111,0.9291,0.9982,0.9005,0.8954,0.9450,0.6705,0.7256,0.8761,Alto
0900200010754,09,002,0001,2262,1331,0.7614,0.9733,1.0000,0.9204,0.9049,0.9384,0.6587,0.7396,0.8648,Alto
0900200010769,09,002,0001,8989,4636,0.7838,0.9576,0.9999,0.9317,0.9241,0.9449,0.6763,0.7484,0.8742,Alto
0900200010773,09,002,0001,2306,1556,0.6832,0.9185,0.9991,0.8882,0.8708,0.9306,0.6513,0.7371,0.8284,Medio
0900200010788,09,002,0001,2409,1543,0.7351,0.9156,0.9992,0.9103,0.8803,0.9346,0.5890,0.6700,0.8346,Medio
0900200010792,09,002,0001,4797,2705,0.7730,0.9619,1.0000,0.9255,0.9117,0.9364,0.6585,0.7132,0.8628,Alto
0900200010805,09,002,0001,1955,683,0.8997,0.9959,1.0000,0.9454,0.9552,0.9701,0.7176,0.7667,0.9395,Muy alto
090020001081A,09,002,0001,3614,1795,0.8256,0.9785,0.9992,0.9330,0.9317,0.9462,0.6472,0.6905,0.8920,Alto
0900200010824,09,002,0001,2987,1572,0.8000,0.9746,0.9997,0.9245,0.9195,0.9461,0.6863,0.7384,0.8805,Alto
0900200010839,09,002,0001,2939,944,0.9251,0.9973,0.9986,0.9604,0.9495,0.9730,0.6349,0.7588,0.9478,Muy alto
0900200010843,09,002,0001,3594,1430,0.8653,0.9846,0.9992,0.9453,0.9439,0.9673,0.6728,0.7205,0.9208,Alto
0900200010858,09,002,0001,4328,2678,0.7394,0.9464,0.9979,0.8905,0.8864,0.9375,0.6562,0.7199,0.8498,Medio
0900200010877,09,002,0001,810,693,0.5396,0.7051,0.9975,0.8086,0.8131,0.8884,0.5704,0.6161,0.7186,Bajo
0900200010881,09,002,0001,5136,3989,0.6197,0.8563,0.9982,0.8792,0.8645,0.8888,0.6034,0.7003,0.7721,Bajo
0900200010896,09,002,0001,1504,539,0.8990,0.9963,1.0000,0.9418,0.9437,0.9614,0.7301,0.7755,0.9369,Alto
0900200010909,09,002,0001,1788,491,0.9666,1.0000,1.0000,0.9473,0.9365,0.9745,0.7232,0.7933,0.9594,Muy alto
0900200010913,09,002,0001,3289,1551,0.8979,0.9967,1.0000,0.9344,0.9203,0.9367,0.7327,0.7700,0.9184,Alto
0900200010928,09,002,0001,1790,1301,0.7605,0.9913,1.0000,0.8366,0.8253,0.8793,0.5575,0.6559,0.8075,Medio
0900200010932,09,002,0001,387,157,0.9056,0.9974,1.0000,0.9264,0.9389,0.9369,0.7700,0.7965,0.9306,Alto
0900200010947,09,002,0001,4343,2362,0.8481,0.9925,1.0000,0.9252,0.9008,0.9182,0.7410,0.7869,0.8979,Alto
0900200010966,09,002,0001,1986,478,0.9622,0.9992,1.0000,0.9770,0.9782,0.9765,0.7185,0.7618,0.9617,Muy alto
0900200010970,09,002,0001,2926,1536,0.7865,0.9991,1.0000,0.9562,0.9535,0.9586,0.7495,0.7805,0.9102,Alto
0900200010985,09,002,0001,2312,921,0.9148,0.9991,1.0000,0.9239,0.9165,0.9506,0.7141,0.7550,0.9216,Alto
090020001099A,09,002,0001,1332,637,0.7975,0.9769,1.0000,0.9422,0.9519,0.9348,0.7065,0.8419,0.9039,Alto
0900200011004,09,002,0001,7491,4637,0.7102,0.8996,0.9993,0.9036,0.9060,0.9298,0.6859,0.7434,0.8413,Medio
0900200011019,09,002,0001,1673,977,0.6899,0.9457,1.0000,0.9094,0.9059,0.9239,0.7358,0.7908,0.8436,Medio
0900200011023,09,002,0001,7565,3978,0.7776,0.9127,1.0000,0.9299,0.9236,0.9510,0.7358,0.7785,0.8852,Alto
0900200011038,09,002,0001,7016,5520,0.5696,0.8352,0.9970,0.8591,0.8586,0.9000,0.6172,0.6876,0.7616,Bajo
0900200011042,09,002,0001,5779,4491,0.6135,0.7802,1.0000,0.8922,0.8748,0.8994,0.6070,0.6710,0.7716,Bajo
0900200011057,09,002,0001,2351,575,0.9546,0.9984,1.0000,0.9671,0.9722,0.9804,0.6950,0.7632,0.9637,Muy alto
0900200011061,09,002,0001,1712,982,0.7705,1.0000,1.0000,0.9061,0.8912,0.9537,0.7383,0.7693,0.8862,Alto
0900200011076,09,002,0001,,,,,,,,,,,,Sin información
0900200011080,09,002,0001,4943,1352,0.9035,0.9854,0.9998,0.9669,0.9748,0.9643,0.7957,0.8484,0.9505,Muy alto
0900200011095,09,002,0001,6943,4028,0.7152,0.9047,0.9999,0.9139,0.9152,0.9350,0.6935,0.7667,0.8470,Medio
0900200011112,09,002,0001,4227,2133,0.8477,0.9954,1.0000,0.9456,0.9459,0.9446,0.7596,0.8010,0.9156,Alto
0900200011127,09,002,0001,2808,1481,0.8155,0.9986,1.0000,0.9305,0.9377,0.9569,0.7653,0.8374,0.9131,Alto
0900200011131,09,002,0001,2509,805,0.9547,1.0000,1.0000,0.9490,0.9446,0.9724,0.6975,0.7398,0.9497,Muy alto
0900200011146,09,002,0001,919,258,0.9680,1.0000,1.0000,0.9407,0.9370,0.9740,0.7269,0.7676,0.9558,Muy alto
0900200011150,09,002,0001,3383,1515,0.7965,0.9403,1.0000,0.9286,0.9335,0.9385,0.7739,0.8203,0.8878,Alto
0900200011165,09,002,0001,386,338,0.4363,0.6623,1.0000,0.7727,0.7991,0.8862,0.5751,0.6583,0.6913,Muy bajo
090020001117A,09,002,0001,1593,373,0.9779,1.0000,1.0000,0.9696,0.9728,0.9669,0.7746,0.8027,0.9643,Muy alto
0900200011184,09,002,0001,1411,336,0.9709,0.9993,1.0000,0.9646,0.9582,0.9660,0.7895,0.8120,0.9639,Muy alto
0900300010018,09,003,0001,1530,441,0.8990,1.0000,1.0000,0.9763,0.9703,0.9737,0.5797,0.7248,0.9445,Muy alto
0900300010022,09,003,0001,1503,353,0.9302,0.9993,1.0000,0.9714,0.9790,0.9866,0.6174,0.7555,0.9630,Muy alto
0900300010037,09,003,0001,1269,374,0.9067,0.9955,1.0000,0.9710,0.9700,0.9815,0.5808,0.7427,0.9430,Muy alto
0900300010041,09,003,0001,2826,764,0.9277,0.9975,0.9986,0.9708,0.9731,0.9743,0.6125,0.7188,0.9546,Muy alto
0900300010056,09,003,0001,3692,1191,0.8995,0.9740,1.0000,0.9687,0.9608,0.9697,0.6349,0.7425,0.9360,Alto
0900300010060,09,003,0001,4048,1640,0.8614,0.9710,1.0000,0.9482,0.9406,0.9683,0.6215,0.7154,0.9105,Alto
0900300010075,09,003,0001,2637,776,0.9280,0.9958,1.0000,0.9725,0.9661,0.9752,0.6151,0.7209,0.9497,Muy alto
090030001008A,09,003,0001,2172,483,0.9733,1.0000,1.0000,0.9840,0.9925,0.9808,0.6326,0.7232,0.9687,Muy alto
0900300010094,09,003,0001,3368,1131,0.9161,0.9982,0.9982,0.9675,0.9706,0.9720,0.6434,0.7031,0.9393,Muy alto
0900300010107,09,003,0001,6819,2857,0.8440,0.9743,0.9999,0.9500,0.9491,0.9606,0.6692,0.7210,0.9091,Alto
0900300010111,09,003,0001,1024,383,0.8044,0.9725,0.9932,0.9612,0.9617,0.9637,0.5654,0.7872,0.9163,Alto
0900300010126,09,003,0001,1651,488,0.8885,0.9960,0.9964,0.9768,0.9765,0.9830,0.5560,0.7672,0.9403,Muy alto
0900300010130,09,003,0001,1929,744,0.8761,0.9936,0.9995,0.9600,0.9591,0.9740,0.5459,0.6665,0.9203,Alto
0900300010145,09,003,0001,1915,575,0.9008,0.9998,1.0000,0.9608,0.9671,0.9782,0.6198,0.7687,0.9467,Muy alto
090030001015A,09,003,0001,4805,1770,0.8687,0.9896,0.9988,0.9602,0.9567,0.9697,0.5977,0.7294,0.9259,Alto
0900300010164,09,003,0001,2787,817,0.9138,0.9968,1.0000,0.9739,0.9620,0.9725,0.6943,0.7839,0.9548,Muy alto
0900300010179,09,003,0001,2049,458,0.9750,0.9963,1.0000,0.9860,0.9860,0.9784,0.6227,0.7447,0.9665,Muy alto
0900300010183,09,003,0001,2664,711,0.9213,0.9905,1.0000,0.9733,0.9740,0.9907,0.6757,0.7411,0.9581,Muy alto
0900300010198,09,003,0001,1595,517,0.8938,0.9990,1.0000,0.9672,0.9791,0.9767,0.6508,0.7366,0.9415,Muy alto
0900300010200,09,003,0001,5393,1787,0.8709,0.9931,1.0000,0.9719,0.9711,0.9723,0.6340,0.7473,0.9278,Alto
0900300010215,09,003,0001,5942,1674,0.9163,0.9971,0.9998,0.9797,0.9834,0.9744,0.6282,0.7428,0.9457,Muy alto
090030001022A,09,003,0001,8548,5600,0.6779,0.9022,0.9996,0.8935,0.8860,0.9092,0.5764,0.6966,0.8024,Medio
0900300010234,09,003,0001,652,76,0.9767,0.9969,1.0000,0.9919,0.9871,0.9887,0.6733,0.8292,0.9833,Muy alto
0900300010249,09,003,0001,646,140,0.9605,0.9969,1.0000,0.9756,0.9675,0.9924,0.6641,0.7548,0.9664,Muy alto
0900300010268,09,003,0001,1248,392,0.9110,0.9274,1.0000,0.9716,0.9656,0.9800,0.6554,0.7322,0.9485,Muy alto
0900300010272,09,003,0001,3024,507,0.9797,0.9961,1.0000,0.9788,0.9783,0.9892,0.6399,0.7753,0.9769,Muy alto
0900300010287,09,003,0001,7812,4047,0.7677,0.9535,0.9994,0.9504,0.9374,0.9465,0.5723,0.6907,0.8616,Alto
0900300010291,09,003,0001,4084,1695,0.8249,0.9742,1.0000,0.9455,0.9370,0.9537,0.6530,0.7515,0.8949,Alto
0900300010304,09,003,0001,1871,692,0.8904,0.9923,1.0000,0.9542,0.9426,0.9720,0.6264,0.7092,0.9213,Alto
0900300010319,09,003,0001,2425,717,0.9234,0.9941,1.0000,0.9710,0.9729,0.9807,0.6577,0.7328,0.9470,Muy alto
0900300010323,09,003,0001,2344,774,0.9229,0.9970,0.9991,0.9612,0.9682,0.9784,0.6617,0.7038,0.9418,Muy alto
0900300010342,09,003,0001,3219,907,0.9239,1.0000,1.0000,0.9738,0.9869,0.9891,0.6791,0.7727,0.9588,Muy alto
0900300010357,09,003,0001,4019,3400,0.5347,0.8826,0.9998,0.8555,0.8379,0.8979,0.5195,0.5883,0.7225,Bajo
0900300010361,09,003,0001,1851,905,0.8034,0.9950,0.9962,0.9668,0.9560,0.9606,0.6213,0.6971,0.8935,Alto
0900300010376,09,003,0001,1187,250,0.9602,1.0000,1.0000,0.9741,0.9747,0.9847,0.7489,0.7902,0.9704,Muy alto
0900300010380,09,003,0001,2602,895,0.8559,0.9997,1.0000,0.9802,0.9740,0.9906,0.6234,0.7599,0.9450,Muy alto
0900300010395,09,003,0001,1860,381,0.9830,1.0000,1.0000,0.9798,0.9599,0.9923,0.6801,0.7384,0.9752,Muy alto
0900300010408,09,003,0001,1317,291,0.9711,0.9937,1.0000,0.9846,0.9701,0.9935,0.6591,0.7377,0.9675,Muy alto
0900300010412,09,003,0001,3352,1056,0.8965,0.9998,1.0000,0.9764,0.9692,0.9853,0.7229,0.7605,0.9503,Muy alto
0900300010427,09,003,0001,1916,623,0.8546,0.9772,1.0000,0.9825,0.9697,0.9668,0.5799,0.7562,0.9237,Alto
0900300010431,09,003,0001,5131,3464,0.6814,0.9665,0.9998,0.9189,0.8953,0.9184,0.5703,0.6521,0.8101,Medio
0900300010446,09,003,0001,5393,2342,0.8369,0.9729,1.0000,0.9471,0.9448,0.9579,0.6445,0.7372,0.9006,Alto
0900300010450,09,003,0001,6427,3224,0.8029,0.9813,1.0000,0.9459,0.9230,0.9555,0.6177,0.6911,0.8768,Alto
0900300010465,09,003,0001,1423,360,0.9565,0.9951,1.0000,0.9775,0.9806,0.9889,0.6521,0.7201,0.9618,Muy alto
0900300010484,09,003,0001,987,220,0.9416,1.0000,1.0000,0.9886,0.9837,0.9863,0.7194,0.8076,0.9654,Muy alto
0900300010499,09,003,0001,2378,540,0.9694,1.0000,1.0000,0.9660,0.9830,0.9860,0.7103,0.7435,0.9702,Muy alto
0900300010501,09,003,0001,3383,960,0.9422,0.9986,0.9997,0.9772,0.9828,0.9784,0.6805,0.7445,0.9530,Muy alto
0900300010516,09,003,0001,1416,579,0.8350,0.9872,1.0000,0.9536,0.9510,0.9552,0.6469,0.7550,0.9056,Alto
0900300010520,09,003,0001,2588,1421,0.7689,0.9804,1.0000,0.9296,0.9193,0.9396,0.5765,0.6704,0.8531,Medio
0900300010535,09,003,0001,7615,5850,0.5969,0.8786,0.9996,0.8448,0.8262,0.8847,0.4823,0.6147,0.7355,Bajo
090030001054A,09,003,0001,727,240,0.9236,0.9995,1.0000,0.9715,0.9519,0.9752,0.6176,0.6862,0.9476,Muy alto
0900300010554,09,003,0001,4464,2497,0.7300,0.9616,1.0000,0.9449,0.9066,0.9476,0.6727,0.7162,0.8549,Medio
0900300010573,09,003,0001,12668,8308,0.6780,0.9299,0.9994,0.9007,0.8809,0.9220,0.5884,0.6815,0.8089,Medio
0900300010588,09,003,0001,1737,669,0.8446,0.9929,1.0000,0.9607,0.9715,0.9672,0.7162,0.7866,0.9239,Alto
0900300010605,09,003,0001,3609,3170,0.4443,0.7798,1.0000,0.8073,0.7529,0.8545,0.4151,0.5622,0.6435,Muy bajo
090030001061A,09,003,0001,10377,8216,0.5945,0.9080,0.9997,0.8781,0.8406,0.8965,0.5657,0.6817,0.7671,Bajo
0900300010624,09,003,0001,9690,8244,0.5313,0.8910,1.0000,0.8641,0.8255,0.8888,0.5082,0.6073,0.7189,Bajo
0900300010639,09,003,0001,12433,10708,0.5390,0.9238,0.9999,0.8701,0.8461,0.8858,0.4819,0.6333,0.7256,Bajo
0900300010643,09,003,0001,8487,6949,0.5827,0.9158,0.9999,0.8599,0.8528,0.9044,0.5208,0.6141,0.7500,Bajo
0900300010658,09,003,0001,10334,8197,0.5984,0.9324,0.9994,0.8897,0.8775,0.9132,0.5369,0.6279,0.7680,Bajo
0900300010662,09,003,0001,5425,4185,0.6137,0.9021,0.9996,0.8647,0.8582,0.9126,0.5556,0.6502,0.7703,Bajo
0900300010677,09,003,0001,7991,4543,0.7419,0.9581,0.9992,0.9217,0.9215,0.9394,0.6241,0.6776,0.8463,Medio
0900300010681,09,003,0001,4474,2342,0.7610,0.9465,0.9998,0.9335,0.9203,0.9526,0.6415,0.7292,0.8679,Alto
0900300010696,09,003,0001,2236,554,0.9392,0.9949,1.0000,0.9701,0.9718,0.9848,0.7062,0.7677,0.9620,Muy alto
0900300010709,09,003,0001,3039,1353,0.8240,0.9844,0.9997,0.9388,0.9335,0.9603,0.6298,0.6845,0.8895,Alto
0900300010713,09,003,0001,4538,1791,0.9063,0.9956,1.0000,0.9660,0.9754,0.9803,0.5577,0.6182,0.9323,Alto
0900300010728,09,003,0001,3737,1072,0.9394,0.9980,1.0000,0.9621,0.9726,0.9817,0.6714,0.7183,0.9538,Muy alto
0900300010770,09,003,0001,287,98,0.8697,1.0000,1.0000,0.9791,0.9706,0.9613,0.6725,0.7617,0.9271,Alto
0900300010785,09,003,0001,11432,9651,0.5316,0.8720,0.9992,0.8764,0.8136,0.8813,0.5312,0.6328,0.7253,Bajo
090030001079A,09,003,0001,8949,7634,0.5318,0.7936,0.9999,0.8557,0.8039,0.8786,0.4813,0.5836,0.7043,Muy bajo
0900300010802,09,003,0001,12942,11060,0.5331,0.8573,0.9998,0.8558,0.8184,0.8786,0.4811,0.5938,0.7096,Bajo
0900300010817,09,003,0001,10017,7947,0.5964,0.8260,0.9998,0.8765,0.8625,0.9093,0.5563,0.6301,0.7626,Bajo
0900300010821,09,003,0001,5186,4103,0.6059,0.8649,1.0000,0.8749,0.8772,0.9157,0.5629,0.6306,0.7725,Bajo
0900300010836,09,003,0001,6308,5152,0.5734,0.8548,0.9998,0.8620,0.8690,0.9231,0.5365,0.6307,0.7581,Bajo
0900300010840,09,003,0001,6540,4976,0.6170,0.9289,1.0000,0.8864,0.8804,0.9257,0.5673,0.6515,0.7842,Medio
0900300010855,09,003,0001,2641,1348,0.7944,0.9772,0.9992,0.9270,0.9303,0.9506,0.6615,0.7085,0.8815,Alto
090030001086A,09,003,0001,2561,845,0.9011,0.9870,0.9977,0.9579,0.9685,0.9731,0.6919,0.7150,0.9350,Alto
0900300010889,09,003,0001,2597,571,0.9482,0.9936,1.0000,0.9756,0.9828,0.9814,0.6450,0.7221,0.9664,Muy alto
0900300010893,09,003,0001,1681,286,0.9695,0.9980,1.0000,0.9761,0.9897,0.9872,0.6288,0.7516,0.9763,Muy alto
0900300010906,09,003,0001,3263,1142,0.9048,1.0000,1.0000,0.9598,0.9653,0.9781,0.7279,0.7583,0.9423,Muy alto
090030001093A,09,003,0001,1179,166,0.9733,1.0000,1.0000,0.9877,0.9888,0.9897,0.7252,0.7695,0.9812,Muy alto
0900300010959,09,003,0001,4207,3602,0.5509,0.9126,0.9998,0.8532,0.8351,0.8875,0.4588,0.5935,0.7225,Bajo
0900300010963,09,003,0001,6376,5006,0.5977,0.8252,0.9997,0.8832,0.8731,0.9097,0.5554,0.6589,0.7731,Bajo
0900300010978,09,003,0001,7995,6589,0.5460,0.8701,1.0000,0.8892,0.8579,0.9063,0.5203,0.6297,0.7408,Bajo
0900300010982,09,003,0001,6486,4843,0.6364,0.9410,1.0000,0.9058,0.8847,0.9269,0.5424,0.6441,0.7873,Medio
0900300010997,09,003,0001,9301,7077,0.6197,0.9134,0.9987,0.8901,0.8732,0.9138,0.5667,0.6503,0.7762,Bajo
0900300011001,09,003,0001,6465,5149,0.5530,0.8914,1.0000,0.8659,0.8465,0.9029,0.5377,0.6371,0.7471,Bajo
0900300011016,09,003,0001,6545,5493,0.5339,0.8949,0.9968,0.8763,0.8681,0.8637,0.5789,0.6499,0.7318,Bajo
0900300011020,09,003,0001,4351,1898,0.8260,0.9658,1.0000,0.9488,0.9445,0.9662,0.6520,0.7366,0.9076,Alto
0900300011069,09,003,0001,1600,327,0.9365,1.0000,1.0000,0.9875,0.9940,0.9861,0.7131,0.7647,0.9693,Muy alto
0900300011073,09,003,0001,1588,465,0.9277,0.9991,1.0000,0.9778,0.9879,0.9846,0.6650,0.7014,0.9510,Muy alto
0900300011092,09,003,0001,5177,1117,0.9531,0.9969,1.0000,0.9864,0.9889,0.9871,0.6954,0.7742,0.9692,Muy alto
0900300011105,09,003,0001,2603,309,0.9816,0.9960,1.0000,0.9935,0.9975,0.9817,0.4952,0.8290,0.9851,Muy alto
0900300011124,09,003,0001,5562,3711,0.6396,0.9228,0.9977,0.8833,0.8870,0.9226,0.5271,0.6328,0.7902,Medio
0900300011139,09,003,0001,687,213,0.9074,0.9864,1.0000,0.9720,0.9687,0.9721,0.6681,0.7503,0.9473,Muy alto
0900300011143,09,003,0001,536,122,0.9223,1.0000,1.0000,0.9739,0.9783,0.9867,0.7239,0.7865,0.9675,Muy alto
0900300011158,09,003,0001,8791,6487,0.6391,0.9446,0.9999,0.8889,0.8752,0.9178,0.5843,0.6603,0.7875,Medio
0900300011162,09,003,0001,13908,11011,0.6071,0.9306,0.9999,0.8890,0.8716,0.9066,0.5542,0.6280,0.7661,Bajo
0900300011181,09,003,0001,4083,1711,0.9059,0.9981,0.9998,0.9442,0.9476,0.9598,0.6691,0.7217,0.9248,Alto
0900300011213,09,003,0001,5632,2218,0.9036,0.9946,0.9998,0.9501,0.9475,0.9631,0.6699,0.7155,0.9279,Alto
