folio_ageb,entidad,alcaldia,localidad,pob,pob_nbi,ids_ccevj,ids_csj,ids_caej,ids_ctelj,ids_cbdj,ids_rei,ids_cassi,ids_casi,idsm,e_idsm
090100001128A,09,010,0001,1906,355,0.9460,0.9665,0.9995,0.9900,0.9907,0.9570,0.4050,0.8422,0.9677,Muy alto
0901000011294,09,010,0001,2638,431,0.9557,0.9861,0.9992,0.9888,0.9958,0.9416,0.4306,0.8283,0.9671,Muy alto
0901000011307,09,010,0001,2442,439,0.9550,0.9963,1.0000,0.9938,0.9952,0.9864,0.4353,0.8443,0.9772,Muy alto
0901000011330,09,010,0001,8001,5925,0.6265,0.8429,1.0000,0.8921,0.8942,0.8883,0.5106,0.6523,0.7701,Bajo
0901000011345,09,010,0001,7181,6207,0.5560,0.8877,1.0000,0.8660,0.8434,0.8911,0.4995,0.6305,0.7341,Bajo
090100001135A,09,010,0001,6878,5655,0.5724,0.7429,1.0000,0.8848,0.8454,0.8974,0.5532,0.6729,0.7478,Bajo
0901000011364,09,010,0001,6035,5345,0.5140,0.8075,0.9998,0.8829,0.8443,0.8696,0.5352,0.6490,0.7165,Bajo
0901000011379,09,010,0001,2083,1020,0.7547,0.9317,1.0000,0.9542,0.9349,0.9288,0.4834,0.7583,0.8599,Alto
0901000011434,09,010,0001,5515,4223,0.6376,0.9775,1.0000,0.8952,0.8897,0.9073,0.5969,0.6671,0.7920,Medio
0901000011453,09,010,0001,4829,4334,0.5033,0.9160,0.9996,0.8686,0.8165,0.8535,0.5117,0.6161,0.6995,Muy bajo
0901000011468,09,010,0001,2589,2422,0.4289,0.8880,0.9988,0.8158,0.7606,0.8331,0.4902,0.6328,0.6575,Muy bajo
0901000011472,09,010,0001,3756,3382,0.4770,0.8735,0.9979,0.8408,0.8229,0.8264,0.5354,0.6646,0.6917,Muy bajo
0901000011487,09,010,0001,4586,4189,0.4718,0.9323,1.0000,0.7988,0.7866,0.8567,0.4743,0.6261,0.6793,Muy bajo
0901000011519,09,010,0001,4544,3865,0.5534,0.9204,0.9916,0.8394,0.8273,0.8668,0.5103,0.6282,0.7222,Bajo
0901000011523,09,010,0001,3494,3280,0.4359,0.9330,0.9969,0.8209,0.8032,0.8556,0.5023,0.6318,0.6774,Muy bajo
0901000011542,09,010,0001,2658,1170,0.7557,0.9546,1.0000,0.9326,0.9372,0.9227,0.5260,0.8350,0.8674,Alto
0901000011557,09,010,0001,6614,5587,0.5518,0.7769,1.0000,0.8526,0.8320,0.8756,0.5278,0.6534,0.7269,Bajo
0901000011561,09,010,0001,3038,2666,0.5189,0.8617,1.0000,0.8556,0.8035,0.8520,0.4691,0.6356,0.6993,Muy bajo
0901000011580,09,010,0001,6367,5056,0.6093,0.9162,0.9983,0.8750,0.8670,0.8934,0.5561,0.6430,0.7656,Bajo
0901000011595,09,010,0001,6163,5368,0.5144,0.9021,0.9990,0.8579,0.8303,0.8604,0.5204,0.6684,0.7124,Bajo
0901000011627,09,010,0001,5688,4720,0.5568,0.9374,1.0000,0.8651,0.8708,0.8921,0.5900,0.6827,0.7608,Bajo
0901000011631,09,010,0001,4977,3928,0.6103,0.9563,1.0000,0.8972,0.8878,0.8759,0.5744,0.6560,0.7634,Bajo
0901000011646,09,010,0001,4712,4138,0.5194,0.9350,0.9987,0.8833,0.8542,0.8654,0.5295,0.6191,0.7162,Bajo
0901000011650,09,010,0001,4606,4038,0.5190,0.9684,0.9991,0.8895,0.8792,0.8785,0.5795,0.6921,0.7428,Bajo
0901000011665,09,010,0001,1912,1249,0.7453,0.9948,1.0000,0.8936,0.9063,0.8960,0.6815,0.7657,0.8479,Medio
090100001167A,09,010,0001,7931,6676,0.5493,0.8607,0.9999,0.8631,0.8412,0.8870,0.5359,0.6339,0.7337,Bajo
0901000011684,09,010,0001,5342,3777,0.6353,0.9253,1.0000,0.8930,0.8796,0.9007,0.5650,0.6773,0.7839,Medio
0901000011699,09,010,0001,9239,7824,0.5512,0.8911,0.9999,0.8627,0.8795,0.8808,0.4873,0.5820,0.7256,Bajo
0901000011716,09,010,0001,7019,6370,0.4883,0.8925,1.0000,0.8541,0.8159,0.8601,0.5274,0.6517,0.6994,Muy bajo
0901000011720,09,010,0001,4062,3493,0.5309,0.6032,0.9995,0.8709,0.8522,0.8677,0.4909,0.6525,0.7136,Bajo
0901000011735,09,010,0001,8969,8089,0.4826,0.7872,0.9943,0.8611,0.8404,0.8467,0.4905,0.6220,0.6857,Muy bajo
090100001174A,09,010,0001,9869,8829,0.4993,0.8649,0.9999,0.8381,0.8183,0.8486,0.4775,0.5840,0.6851,Muy bajo
0901000011754,09,010,0001,3214,2853,0.4777,0.7531,1.0000,0.8463,0.7906,0.8435,0.4745,0.6131,0.6755,Muy bajo
0901000011769,09,010,0001,9731,7830,0.5813,0.6889,0.9990,0.8979,0.8823,0.8948,0.5631,0.6739,0.7578,Bajo
0901000011773,09,010,0001,4622,3351,0.6525,0.9481,0.9998,0.9025,0.8865,0.9146,0.5928,0.6618,0.7943,Medio
0901000011788,09,010,0001,4184,3278,0.6345,0.9595,1.0000,0.9149,0.8805,0.8746,0.6114,0.6831,0.7820,Bajo
0901000011792,09,010,0001,3111,2512,0.6099,0.9673,0.9971,0.8855,0.8507,0.9093,0.5837,0.6864,0.7812,Bajo
0901000011805,09,010,0001,3570,2972,0.5587,0.9573,1.0000,0.8698,0.8550,0.9001,0.5773,0.6624,0.7536,Bajo
090100001181A,09,010,0001,5294,4071,0.5830,0.9850,0.9996,0.8677,0.8815,0.8866,0.5285,0.6416,0.7505,Bajo
0901000011824,09,010,0001,4829,3622,0.5881,0.9580,1.0000,0.8830,0.8403,0.8924,0.5682,0.6414,0.7535,Bajo
0901000011839,09,010,0001,4829,3820,0.5880,0.8633,0.9954,0.9001,0.8928,0.8886,0.5682,0.6641,0.7611,Bajo
0901000011843,09,010,0001,8218,6017,0.6034,0.8965,0.9996,0.8712,0.8605,0.8878,0.5589,0.6691,0.7624,Bajo
0901000011858,09,010,0001,11286,5707,0.7533,0.8893,0.9994,0.9395,0.9390,0.9359,0.6187,0.7458,0.8686,Alto
0901000011881,09,010,0001,3880,1098,0.9008,0.9485,0.9997,0.9776,0.9801,0.9717,0.6969,0.8225,0.9462,Muy alto
0901000011913,09,010,0001,3951,2834,0.6705,0.9598,1.0000,0.9130,0.8854,0.9129,0.5895,0.7074,0.8107,Medio
0901000011928,09,010,0001,2130,1173,0.7913,0.9991,1.0000,0.9562,0.9400,0.9502,0.7563,0.8056,0.9012,Alto
0901000011932,09,010,0001,2626,2419,0.4720,0.5839,0.9989,0.8138,0.7631,0.8311,0.4848,0.6258,0.6595,Muy bajo
0901000011947,09,010,0001,4275,2834,0.7243,0.9723,0.9984,0.8992,0.9007,0.9166,0.5958,0.6710,0.8245,Medio
0901000011951,09,010,0001,5910,5457,0.4688,0.9055,0.9963,0.8341,0.7617,0.8195,0.4420,0.6594,0.6676,Muy bajo
0901000011966,09,010,0001,3134,2083,0.7293,0.9853,1.0000,0.9020,0.9106,0.9308,0.6142,0.6872,0.8394,Medio
0901000011970,09,010,0001,4411,3430,0.6546,0.9743,0.9998,0.8810,0.8692,0.8919,0.5613,0.6709,0.7876,Medio
0901000011985,09,010,0001,4294,3962,0.4910,0.8795,0.9951,0.8280,0.8114,0.8274,0.4660,0.6164,0.6761,Muy bajo
090100001199A,09,010,0001,3183,2848,0.5106,0.9373,1.0000,0.8526,0.8481,0.8617,0.4822,0.6314,0.7083,Bajo
0901000012004,09,010,0001,,,,,,,,,,,,Sin información
0901000012019,09,010,0001,3235,2838,0.5307,0.9010,0.9966,0.8430,0.8199,0.8521,0.4810,0.6443,0.7056,Muy bajo
0901000012023,09,010,0001,4134,3626,0.5210,0.8975,1.0000,0.8360,0.8018,0.8666,0.5685,0.6602,0.7188,Bajo
0901000012038,09,010,0001,4178,3499,0.5745,0.9138,0.9995,0.8496,0.8455,0.8582,0.5254,0.6317,0.7321,Bajo
0901000012042,09,010,0001,3821,3552,0.4542,0.6816,0.9992,0.8447,0.8080,0.8504,0.5255,0.5961,0.6688,Muy bajo
0901000012057,09,010,0001,3629,2979,0.5761,0.9511,1.0000,0.8517,0.8700,0.8835,0.5484,0.6643,0.7533,Bajo
0901000012061,09,010,0001,8357,2627,0.8660,0.9917,1.0000,0.9385,0.9508,0.9497,0.7876,0.8625,0.9304,Alto
0901000012076,09,010,0001,3109,2470,0.5885,0.9396,1.0000,0.8869,0.8832,0.8886,0.6333,0.7028,0.7772,Bajo
0901000012080,09,010,0001,2446,1221,0.8155,0.9789,1.0000,0.9434,0.9383,0.9426,0.7134,0.7583,0.8928,Alto
0901000012095,09,010,0001,5568,3987,0.6361,0.9307,1.0000,0.8841,0.8723,0.9101,0.6237,0.6990,0.7916,Medio
0901000012108,09,010,0001,3849,3410,0.5480,0.9460,1.0000,0.8783,0.8455,0.8449,0.5355,0.6062,0.7186,Bajo
0901000012112,09,010,0001,9817,8026,0.5771,0.9072,0.9964,0.8734,0.8486,0.8670,0.5867,0.6836,0.7485,Bajo
0901000012131,09,010,0001,1812,872,0.8371,0.9769,1.0000,0.9258,0.9220,0.9399,0.6943,0.7247,0.8855,Alto
0901000012146,09,010,0001,2820,1681,0.7692,0.9876,0.9996,0.9297,0.8924,0.9282,0.6957,0.7508,0.8609,Alto
0901000012150,09,010,0001,4515,2499,0.7968,0.9923,1.0000,0.9271,0.9059,0.9412,0.6633,0.7197,0.8762,Alto
0901000012165,09,010,0001,3178,2665,0.5742,0.9622,0.9994,0.8593,0.8435,0.8788,0.5302,0.6252,0.7411,Bajo
0901000012184,09,010,0001,1950,1380,0.6664,0.9541,1.0000,0.8838,0.8988,0.9192,0.5672,0.6616,0.8034,Medio
0901000012199,09,010,0001,4344,3358,0.5864,0.9626,0.9975,0.8886,0.8820,0.8957,0.5709,0.6619,0.7626,Bajo
0901000012201,09,010,0001,3131,2601,0.5726,0.8986,1.0000,0.8786,0.8515,0.8626,0.5752,0.6910,0.7486,Bajo
0901000012216,09,010,0001,4154,3764,0.4466,0.6962,0.9933,0.8037,0.8005,0.8303,0.5149,0.6322,0.6657,Muy bajo
0901000012220,09,010,0001,3531,3101,0.5466,0.8577,1.0000,0.8596,0.8671,0.8650,0.4970,0.5785,0.7112,Bajo
0901000012235,09,010,0001,2771,2156,0.6171,0.9662,0.9971,0.9072,0.9018,0.8516,0.6370,0.6977,0.7765,Bajo
090100001224A,09,010,0001,3120,2214,0.6561,0.9046,1.0000,0.9196,0.9093,0.9037,0.6260,0.7269,0.8087,Medio
0901000012254,09,010,0001,4623,2358,0.8520,0.9625,1.0000,0.9356,0.9218,0.9264,0.6584,0.7400,0.8895,Alto
0901000012269,09,010,0001,1788,1168,0.6020,0.6088,1.0000,0.9111,0.8879,0.9232,0.5850,0.6982,0.7781,Bajo
0901000012273,09,010,0001,71,25,0.8248,0.9413,1.0000,0.9718,0.9798,0.9623,0.7324,0.8025,0.9092,Alto
0901000012288,09,010,0001,5737,3334,0.7582,0.9721,1.0000,0.9472,0.9388,0.9289,0.6486,0.7062,0.8556,Medio
0901000012292,09,010,0001,6864,4605,0.6674,0.9417,0.9974,0.9205,0.9180,0.9255,0.6533,0.7440,0.8290,Medio
0901000012305,09,010,0001,3968,3565,0.5068,0.8451,1.0000,0.7708,0.7766,0.8426,0.5131,0.6408,0.6886,Muy bajo
090100001231A,09,010,0001,2896,1946,0.6845,0.9457,1.0000,0.9250,0.8918,0.9167,0.6426,0.7305,0.8238,Medio
0901000012324,09,010,0001,2726,2325,0.5538,0.9186,1.0000,0.8733,0.8822,0.8797,0.5602,0.6484,0.7431,Bajo
0901000012339,09,010,0001,2567,991,0.8186,0.9586,1.0000,0.9589,0.9592,0.9459,0.4149,0.8536,0.9001,Alto
0901000012343,09,010,0001,4770,4421,0.4657,0.9349,0.9931,0.8462,0.8598,0.8418,0.4765,0.6420,0.6842,Muy bajo
0901000012358,09,010,0001,2784,1192,0.7720,0.9586,0.9975,0.9348,0.9415,0.9300,0.4903,0.8395,0.8774,Alto
0901000012362,09,010,0001,2261,1461,0.7660,0.9437,1.0000,0.9163,0.9053,0.9007,0.5551,0.6046,0.8169,Medio
0901000012377,09,010,0001,2490,1330,0.8072,0.9961,1.0000,0.9387,0.9305,0.9520,0.6498,0.7024,0.8771,Alto
0901000012381,09,010,0001,21,21,0.3167,0.8571,1.0000,0.8095,0.7311,0.8867,0.6667,0.7924,0.6763,Muy bajo
0901000071326,09,010,0007,,,,,,,,,,,,Sin información
0901002131326,09,010,0213,63,63,0.0220,0.6481,1.0000,0.8492,0.7082,0.6391,0.3016,0.6368,0.4259,Muy bajo
0901002141326,09,010,0214,12,12,0.1410,0.0000,1.0000,0.6667,0.7015,0.7472,0.2500,0.4150,0.4339,Muy bajo
0901002151326,09,010,0215,3,3,1.0000,0.0000,1.0000,0.3333,0.1702,0.4889,0.0000,0.0000,0.4912,Muy bajo
0901002161326,09,010,0216,47,47,0.2897,0.4043,1.0000,0.6383,0.6863,0.7510,0.3830,0.7060,0.5516,Muy bajo
0901002171326,09,010,0217,5,5,0.0889,0.0000,1.0000,0.6000,0.5864,0.6095,0.0000,0.0000,0.2588,Muy bajo
090110001001A,09,011,0001,5907,4231,0.6669,0.8974,1.0000,0.8768,0.8728,0.9058,0.5861,0.6706,0.7925,Medio
0901100010039,09,011,0001,6703,5200,0.5972,0.8933,0.9991,0.8936,0.8700,0.9178,0.5921,0.6764,0.7778,Bajo
0901100010043,09,011,0001,5579,4690,0.5287,0.8201,1.0000,0.8722,0.8460,0.8975,0.5401,0.6411,0.7324,Bajo
0901100010058,09,011,0001,4040,2713,0.7442,0.9533,0.9998,0.9049,0.9110,0.9334,0.5606,0.6332,0.8293,Medio
0901100010077,09,011,0001,3140,2561,0.5942,0.8879,1.0000,0.8870,0.8660,0.9128,0.5459,0.6697,0.7696,Bajo
0901100010096,09,011,0001,3451,2789,0.5911,0.9173,0.9974,0.8955,0.8857,0.9098,0.5772,0.6894,0.7794,Bajo
0901100010113,09,011,0001,2617,2114,0.5871,0.8647,0.9992,0.8747,0.8405,0.9033,0.5453,0.6520,0.7570,Bajo
0901100010128,09,011,0001,3765,3058,0.5876,0.8251,0.9992,0.8804,0.8414,0.9068,0.5514,0.6651,0.7580,Bajo
0901100010132,09,011,0001,5320,4239,0.6317,0.7725,0.9979,0.8515,0.8318,0.9014,0.4820,0.6489,0.7565,Bajo
0901100010147,09,011,0001,3140,2665,0.5307,0.7058,1.0000,0.8498,0.8388,0.9197,0.5309,0.6768,0.7382,Bajo
0901100010151,09,011,0001,1787,1523,0.5286,0.8965,0.9989,0.8255,0.8212,0.9000,0.4941,0.6711,0.7265,Bajo
0901100010166,09,011,0001,2843,2500,0.5032,0.7744,1.0000,0.8382,0.8250,0.9101,0.5336,0.6470,0.7214,Bajo
0901100010170,09,011,0001,4030,3586,0.5015,0.8140,0.9953,0.8014,0.8700,0.9118,0.4608,0.6446,0.7208,Bajo
0901100010185,09,011,0001,4345,3754,0.5309,0.8295,0.9988,0.8541,0.8415,0.9049,0.4619,0.6150,0.7207,Bajo
0901100010202,09,011,0001,3985,3542,0.5311,0.9019,1.0000,0.8708,0.8551,0.8891,0.4597,0.6066,0.7173,Bajo
0901100010217,09,011,0001,5860,4317,0.6541,0.8848,0.9995,0.8988,0.8869,0.9107,0.5474,0.6738,0.7895,Medio
0901100010240,09,011,0001,3153,2584,0.5798,0.7737,0.9987,0.8407,0.8187,0.9226,0.5173,0.6897,0.7531,Bajo
0901100010255,09,011,0001,1750,1494,0.5346,0.7446,1.0000,0.8223,0.8367,0.9228,0.4874,0.6575,0.7308,Bajo
090110001026A,09,011,0001,2077,1634,0.5844,0.8760,1.0000,0.8736,0.8552,0.9174,0.5229,0.6335,0.7624,Bajo
0901100010274,09,011,0001,3736,3271,0.5190,0.7883,0.9973,0.8191,0.8382,0.9025,0.4291,0.6344,0.7069,Muy bajo
0901100010289,09,011,0001,3168,2686,0.5364,0.7229,0.9987,0.8580,0.8696,0.9132,0.4953,0.6539,0.7319,Bajo
0901100010306,09,011,0001,2633,2189,0.5753,0.8812,1.0000,0.8606,0.8498,0.8707,0.4774,0.6565,0.7351,Bajo
0901100010310,09,011,0001,3424,2714,0.6099,0.8780,0.9994,0.8816,0.8635,0.8898,0.5099,0.6690,0.7601,Bajo
0901100010325,09,011,0001,3650,2698,0.6773,0.9218,1.0000,0.9035,0.8854,0.9021,0.5460,0.6872,0.8025,Medio
0901100010344,09,011,0001,1207,960,0.6080,0.7847,1.0000,0.9027,0.8883,0.9291,0.5957,0.6733,0.7870,Medio
0901100010359,09,011,0001,2234,1891,0.5706,0.7766,1.0000,0.8645,0.8676,0.9254,0.5743,0.6723,0.7653,Bajo
0901100010363,09,011,0001,2654,2141,0.5891,0.7812,0.9989,0.8709,0.8627,0.9229,0.5746,0.7009,0.7725,Bajo
0901100010378,09,011,0001,2153,1840,0.5581,0.8449,1.0000,0.8686,0.8882,0.9157,0.5012,0.7209,0.7608,Bajo
0901100010382,09,011,0001,1049,862,0.5934,0.8391,1.0000,0.8656,0.8811,0.9210,0.5968,0.6856,0.7758,Bajo
0901100010397,09,011,0001,1716,1457,0.5622,0.8211,1.0000,0.8625,0.8495,0.9080,0.4936,0.6761,0.7466,Bajo
090110001040A,09,011,0001,1645,1310,0.5974,0.9001,1.0000,0.8664,0.8785,0.9286,0.5319,0.6891,0.7738,Bajo
0901100010414,09,011,0001,1706,1446,0.5365,0.7645,1.0000,0.8612,0.8631,0.9143,0.5375,0.6801,0.7460,Bajo
0901100010433,09,011,0001,2464,1920,0.6108,0.8219,0.9996,0.8911,0.8956,0.9399,0.5686,0.6567,0.7896,Medio
0901100010448,09,011,0001,1580,1212,0.6191,0.8513,1.0000,0.8843,0.8922,0.9258,0.5741,0.6931,0.7836,Bajo
0901100010452,09,011,0001,9632,7956,0.5679,0.7670,0.9992,0.8724,0.8516,0.9046,0.5039,0.6593,0.7402,Bajo
0901100010575,09,011,0001,5599,4941,0.5164,0.6796,0.9980,0.8324,0.8515,0.8947,0.4628,0.6520,0.7111,Bajo
0901100010594,09,011,0001,7344,6834,0.4555,0.7932,0.9975,0.8184,0.7775,0.8393,0.4014,0.5844,0.6491,Muy bajo
0901100010607,09,011,0001,5112,4715,0.5017,0.7805,1.0000,0.8547,0.8224,0.8521,0.3646,0.5470,0.6606,Muy bajo
0901100010626,09,011,0001,3808,2652,0.6969,0.9498,0.9979,0.8954,0.8947,0.9271,0.5284,0.6549,0.8096,Medio
0901100010630,09,011,0001,2801,2349,0.5492,0.9054,1.0000,0.8727,0.8713,0.8911,0.5080,0.6431,0.7442,Bajo
0901100010645,09,011,0001,4865,4027,0.5767,0.9164,1.0000,0.8727,0.8580,0.8959,0.4658,0.6433,0.7400,Bajo
090110001065A,09,011,0001,3666,3049,0.5684,0.8140,1.0000,0.8985,0.8483,0.8921,0.5627,0.6620,0.7477,Bajo
0901100010664,09,011,0001,6533,5756,0.5349,0.8310,0.9995,0.8485,0.8255,0.8780,0.4457,0.6315,0.7059,Muy bajo
0901100010679,09,011,0001,3874,3211,0.5556,0.7483,0.9966,0.8550,0.8232,0.8894,0.5503,0.6535,0.7326,Bajo
0901100010753,09,011,0001,8315,7056,0.5184,0.6689,0.9996,0.8469,0.8364,0.8877,0.4539,0.6433,0.7047,Muy bajo
0901100010768,09,011,0001,18,18,0.1794,0.3333,1.0000,0.5000,0.8439,0.9583,0.2222,0.3689,0.5033,Muy bajo
0901100010772,09,011,0001,2501,2191,0.5185,0.6981,0.9984,0.8172,0.8205,0.8959,0.4058,0.5710,0.6864,Muy bajo
0901100010804,09,011,0001,180,144,0.4975,0.8380,1.0000,0.8542,0.8435,0.8716,0.4056,0.5156,0.6697,Muy bajo
0901100010819,09,011,0001,2125,1846,0.5037,0.6399,0.9986,0.8885,0.8275,0.8740,0.4607,0.6583,0.7007,Muy bajo
0901100010823,09,011,0001,440,394,0.5116,0.7134,1.0000,0.7932,0.8094,0.8816,0.3795,0.5565,0.6758,Muy bajo
0901100010927,09,011,0001,3832,3223,0.5641,0.7649,0.9992,0.8740,0.8525,0.9062,0.5877,0.6981,0.7599,Bajo
0901100010931,09,011,0001,4238,3587,0.5390,0.7339,0.9995,0.8290,0.8459,0.8831,0.4854,0.6391,0.7184,Bajo
0901100010946,09,011,0001,3635,3102,0.5476,0.8367,0.9992,0.8666,0.8615,0.9045,0.5095,0.6366,0.7367,Bajo
0901100010950,09,011,0001,7808,6677,0.5475,0.7615,1.0000,0.8586,0.8581,0.8977,0.5091,0.6484,0.7280,Bajo
0901100010984,09,011,0001,4071,3471,0.5333,0.9356,0.9995,0.8742,0.8991,0.9117,0.4822,0.6355,0.7434,Bajo
0901100010999,09,011,0001,2547,2312,0.4983,0.8763,0.9988,0.7950,0.8225,0.8798,0.3934,0.6023,0.6873,Muy bajo
0901100011056,09,011,0001,1867,874,0.8889,0.9913,1.0000,0.9306,0.9307,0.9450,0.6342,0.7240,0.9091,Alto
0901100011075,09,011,0001,2179,1134,0.8690,0.9956,1.0000,0.9013,0.9030,0.9416,0.6251,0.7329,0.8908,Alto
090110001108A,09,011,0001,2390,1173,0.8738,0.9996,1.0000,0.9207,0.9137,0.9546,0.6695,0.7461,0.9043,Alto
0901100011094,09,011,0001,544,480,0.5325,0.9234,1.0000,0.8856,0.8550,0.8538,0.4835,0.6528,0.7200,Bajo
0901100011111,09,011,0001,4412,3795,0.5518,0.8776,1.0000,0.8535,0.8297,0.8739,0.4556,0.6532,0.7212,Bajo
0901100011145,09,011,0001,3298,1932,0.8188,0.9804,1.0000,0.8950,0.9007,0.9359,0.6377,0.7270,0.8720,Alto
090110001122A,09,011,0001,3500,2918,0.5676,0.8340,0.9989,0.8329,0.8035,0.8774,0.5129,0.6602,0.7270,Bajo
0901100011234,09,011,0001,2957,1964,0.7277,0.9578,0.9983,0.8750,0.8789,0.9105,0.5773,0.6587,0.8150,Medio
0901100011249,09,011,0001,5229,4551,0.5215,0.8248,1.0000,0.8320,0.8200,0.8759,0.4574,0.6210,0.7053,Muy bajo
0901100011253,09,011,0001,2567,1929,0.6817,0.9082,1.0000,0.9051,0.8880,0.9105,0.5637,0.6640,0.7992,Medio
0901100011268,09,011,0001,4896,3169,0.6861,0.8595,1.0000,0.8895,0.8833,0.9224,0.6174,0.7127,0.8125,Medio
0901100011272,09,011,0001,2810,1987,0.6970,0.9662,0.9996,0.9003,0.8939,0.9326,0.6082,0.7051,0.8219,Medio
0901100011287,09,011,0001,1920,1233,0.7710,0.9179,1.0000,0.8896,0.8756,0.9191,0.5125,0.6641,0.8240,Medio
0901100011291,09,011,0001,3080,2511,0.5894,0.8844,0.9994,0.8752,0.8505,0.8985,0.4721,0.6188,0.7444,Bajo
0901100011304,09,011,0001,1295,525,0.9391,1.0000,1.0000,0.9307,0.9366,0.9530,0.6618,0.7293,0.9216,Alto
0901100011319,09,011,0001,1859,809,0.9175,0.9997,1.0000,0.9177,0.9274,0.9462,0.7063,0.7826,0.9241,Alto
0901100011323,09,011,0001,689,352,0.8592,0.9949,1.0000,0.9361,0.8916,0.9423,0.7054,0.7625,0.9009,Alto
0901100011338,09,011,0001,3564,2927,0.5997,0.9523,0.9986,0.8216,0.8357,0.8648,0.4444,0.6169,0.7264,Bajo
0901100011342,09,011,0001,944,464,0.8959,0.9931,0.9989,0.8795,0.8770,0.9247,0.6208,0.7355,0.8980,Alto
0901100011357,09,011,0001,9006,6442,0.7098,0.9201,0.9998,0.8701,0.8685,0.9139,0.5657,0.6774,0.8089,Medio
0901100011361,09,011,0001,4832,3104,0.7401,0.9824,0.9994,0.8853,0.8824,0.9304,0.6103,0.7046,0.8384,Medio
0901100011376,09,011,0001,7103,4655,0.7434,0.9681,1.0000,0.9046,0.8918,0.9357,0.6199,0.7058,0.8426,Medio
0901100011380,09,011,0001,2491,2372,0.4405,0.5041,0.9952,0.6534,0.7756,0.8503,0.3898,0.5438,0.6232,Muy bajo
0901100011395,09,011,0001,1782,1710,0.3643,0.5105,0.9994,0.6380,0.7865,0.8454,0.3047,0.4954,0.5854,Muy bajo
0901100011412,09,011,0001,3557,3262,0.4626,0.6965,0.9997,0.8446,0.8442,0.8622,0.3762,0.5356,0.6557,Muy bajo
0901100011427,09,011,0001,5274,4285,0.5715,0.7780,0.9994,0.8714,0.8701,0.9252,0.5679,0.7009,0.7665,Bajo
0901100011431,09,011,0001,5108,4716,0.4590,0.4257,0.9941,0.7651,0.8178,0.8611,0.3776,0.5425,0.6379,Muy bajo
0901100011446,09,011,0001,3546,2986,0.5547,0.8196,1.0000,0.8563,0.8483,0.8860,0.5223,0.6661,0.7342,Bajo
0901100011450,09,011,0001,3036,2821,0.4377,0.6798,0.9997,0.7340,0.8062,0.8665,0.4038,0.5208,0.6392,Muy bajo
0901100011465,09,011,0001,4468,2940,0.7599,0.9783,1.0000,0.8935,0.8890,0.9230,0.5958,0.6721,0.8323,Medio
090110001147A,09,011,0001,4269,3534,0.5692,0.9471,1.0000,0.8703,0.8715,0.8920,0.5296,0.6404,0.7462,Bajo
0901100011484,09,011,0001,5172,4348,0.5682,0.8658,0.9996,0.8547,0.8636,0.9113,0.4754,0.6281,0.7415,Bajo
0901100011499,09,011,0001,6143,5502,0.4902,0.7246,0.9987,0.8513,0.8190,0.8791,0.4410,0.6083,0.6863,Muy bajo
0901100011535,09,011,0001,1913,1841,0.3487,0.5018,0.9979,0.6218,0.7995,0.8149,0.3403,0.5593,0.5813,Muy bajo
090110001154A,09,011,0001,2133,1812,0.5471,0.8675,1.0000,0.8251,0.8463,0.8801,0.5663,0.6696,0.7384,Bajo
090110011072A,09,011,0011,4704,4232,0.4972,0.6512,0.9998,0.8189,0.8183,0.9016,0.4624,0.6443,0.7012,Muy bajo
0901100111037,09,011,0011,4051,3699,0.4637,0.6196,0.9975,0.8010,0.8125,0.9012,0.4266,0.6614,0.6858,Muy bajo
0901100111041,09,011,0011,5086,4566,0.5071,0.6525,0.9992,0.7761,0.8145,0.8859,0.3995,0.6354,0.6852,Muy bajo
0901100210787,09,011,0021,1694,1488,0.5508,0.8740,1.0000,0.8309,0.8651,0.8954,0.3754,0.5360,0.7059,Muy bajo
0901100210791,09,011,0021,405,383,0.5267,0.8173,1.0000,0.8994,0.9165,0.8884,0.3901,0.6143,0.7137,Bajo
0901100211003,09,011,0021,11164,9363,0.5735,0.7649,0.9998,0.8712,0.8578,0.8917,0.4410,0.6245,0.7281,Bajo
0901100211018,09,011,0021,3031,2513,0.5888,0.8541,1.0000,0.8394,0.8611,0.9008,0.4774,0.6179,0.7437,Bajo
0901100211022,09,011,0021,2630,2216,0.5789,0.8196,1.0000,0.8314,0.8687,0.8922,0.4110,0.6105,0.7274,Bajo
090110021115A,09,011,0021,8797,7662,0.5268,0.8003,0.9995,0.8503,0.8367,0.8816,0.4273,0.6026,0.7025,Muy bajo
0901100211516,09,011,0021,75,69,0.5195,0.5289,1.0000,0.6200,0.7224,0.8307,0.1200,0.5557,0.6161,Muy bajo
0901100240734,09,011,0024,2598,2210,0.5423,0.7439,0.9985,0.8259,0.8516,0.8962,0.4842,0.6962,0.7355,Bajo
0901100240749,09,011,0024,306,250,0.5259,0.8295,1.0000,0.8913,0.9172,0.9139,0.4837,0.6627,0.7402,Bajo
0901100241183,09,011,0024,1078,974,0.5178,0.6614,0.9991,0.8203,0.8555,0.9014,0.4239,0.6095,0.7117,Bajo
0901100241408,09,011,0024,830,755,0.4819,0.5498,0.9940,0.7310,0.8249,0.8654,0.4012,0.6101,0.6630,Muy bajo
0901100241520,09,011,0024,74,74,0.2847,0.3536,1.0000,0.5946,0.6525,0.8420,0.2568,0.5957,0.5345,Muy bajo
